,TSS_1::Pseudomonas_phage_phiKZ:12384-12584(),TSS_2::Pseudomonas_phage_phiKZ:73986-74186(),TSS_3::Pseudomonas_phage_phiKZ:114822-115022(),TSS_4::Pseudomonas_phage_phiKZ:117462-117662(),TSS_5::Pseudomonas_phage_phiKZ:160060-160260(),TSS_6::Pseudomonas_phage_phiKZ:187935-188135(),TSS_7::Pseudomonas_phage_phiKZ:265839-266039(),TSS_8::Pseudomonas_phage_phiKZ:266294-266494(),TSS_9::Pseudomonas_phage_phiKZ:266709-266909(),TSS_10::Pseudomonas_phage_phiKZ:269656-269856(),TSS_11::Pseudomonas_phage_phiKZ:271571-271771(),TSS_12::Pseudomonas_phage_phiKZ:271823-272023(),TSS_13::Pseudomonas_phage_phiKZ:273355-273555(),TSS_14::Pseudomonas_phage_phiKZ:273878-274078(),TSS_15::Pseudomonas_phage_phiKZ:277698-277898(),TSS_16::Pseudomonas_phage_phiKZ:280102-280302(),mean
84,-1.2600000000000002,-1.186,-1.1580000000000001,-1.074,-1.5006666666666668,-1.1980000000000002,-1.3126666666666666,-1.2513333333333334,-1.0859999999999999,-1.0966666666666667,-1.6253333333333335,-1.397333333333333,-1.046,-1.4693333333333334,-1.6226666666666667,-1.142,-1.2766250000000001
85,-1.232,-1.2273333333333334,-1.214,-0.9900000000000001,-1.5486666666666664,-1.198,-1.2926666666666666,-1.2806666666666666,-1.0593333333333335,-1.1260000000000001,-1.5993333333333335,-1.3613333333333333,-1.0566666666666669,-1.4400000000000002,-1.6586666666666667,-1.2033333333333334,-1.2805
86,-1.1986666666666668,-1.2193333333333334,-1.2553333333333334,-0.9913333333333333,-1.5286666666666666,-1.1700000000000002,-1.3506666666666665,-1.2506666666666666,-1.0633333333333332,-1.1540000000000001,-1.5353333333333334,-1.3880000000000001,-1.0286666666666666,-1.3573333333333333,-1.644,-1.2033333333333334,-1.2711666666666668
87,-1.1506666666666665,-1.1726666666666667,-1.2366666666666668,-1.0753333333333333,-1.438,-1.114,-1.4146666666666665,-1.224,-1.0833333333333333,-1.106,-1.5353333333333334,-1.3746666666666667,-1.0766666666666667,-1.2733333333333334,-1.6533333333333333,-1.1753333333333333,-1.2565
88,-1.0866666666666667,-1.1086666666666667,-1.248,-1.1046666666666667,-1.3319999999999999,-1.114,-1.404,-1.2386666666666666,-1.0633333333333332,-1.1026666666666667,-1.5946666666666667,-1.3446666666666667,-1.118,-1.2473333333333334,-1.7066666666666668,-1.1953333333333334,-1.2505833333333334
89,-1.0306666666666666,-1.0493333333333332,-1.2666666666666666,-1.0766666666666667,-1.2413333333333334,-1.2246666666666666,-1.34,-1.2686666666666666,-1.0833333333333333,-1.1213333333333333,-1.572,-1.2866666666666664,-1.1480000000000001,-1.2459999999999998,-1.6973333333333334,-1.2220000000000002,-1.2421666666666666
90,-1.0013333333333334,-1.0979999999999999,-1.324,-1.0866666666666667,-1.1926666666666668,-1.3026666666666666,-1.3386666666666664,-1.3246666666666664,-1.0913333333333335,-1.0933333333333335,-1.4940000000000002,-1.2866666666666664,-1.196,-1.2446666666666668,-1.6446666666666667,-1.2113333333333334,-1.2456666666666667
91,-1.0293333333333332,-1.1553333333333333,-1.3273333333333333,-1.076,-1.1393333333333333,-1.3666666666666667,-1.3106666666666666,-1.4026666666666665,-1.0633333333333332,-1.0633333333333332,-1.4946666666666668,-1.2946666666666666,-1.1580000000000001,-1.1806666666666668,-1.6446666666666665,-1.1553333333333335,-1.2413750000000001
92,-1.0293333333333332,-1.182,-1.2913333333333334,-1.076,-1.15,-1.4,-1.3406666666666667,-1.4133333333333336,-1.1213333333333333,-1.0366666666666666,-1.5213333333333334,-1.2680000000000002,-1.120666666666667,-1.1793333333333331,-1.6446666666666667,-1.1260000000000001,-1.2437916666666666
93,-0.9993333333333332,-1.23,-1.3286666666666667,-1.104,-1.1646666666666665,-1.3813333333333333,-1.3293333333333335,-1.3293333333333335,-1.1099999999999999,-1.0646666666666667,-1.508,-1.162,-1.1786666666666668,-1.198,-1.6226666666666667,-1.1260000000000001,-1.2397916666666666
94,-0.9213333333333333,-1.222,-1.3900000000000001,-1.0926666666666667,-1.1746666666666665,-1.2953333333333332,-1.3106666666666666,-1.3013333333333332,-1.062,-1.0913333333333333,-1.4980000000000002,-1.1246666666666667,-1.2426666666666668,-1.2273333333333334,-1.6453333333333335,-1.088,-1.2304583333333334
95,-0.8919999999999999,-1.2513333333333334,-1.3900000000000001,-1.0926666666666667,-1.1733333333333333,-1.238,-1.3106666666666664,-1.2813333333333332,-1.062,-1.0913333333333335,-1.4980000000000002,-1.1526666666666665,-1.272,-1.2633333333333332,-1.665333333333333,-1.0866666666666667,-1.2325416666666666
96,-0.9493333333333333,-1.2846666666666666,-1.39,-1.1226666666666667,-1.1400000000000001,-1.2113333333333334,-1.3093333333333335,-1.2926666666666666,-1.062,-1.0433333333333332,-1.5353333333333334,-1.1226666666666667,-1.3186666666666667,-1.286,-1.635333333333333,-1.1133333333333333,-1.2385416666666669
97,-0.9866666666666667,-1.2846666666666666,-1.3793333333333335,-1.1506666666666667,-1.148,-1.2100000000000002,-1.2513333333333334,-1.2926666666666666,-1.07,-1.0433333333333332,-1.5393333333333337,-1.1039999999999999,-1.338666666666667,-1.2993333333333335,-1.6093333333333333,-1.1133333333333333,-1.2387916666666667
98,-0.9866666666666667,-1.2646666666666666,-1.4280000000000002,-1.178666666666667,-1.148,-1.2660000000000002,-1.1733333333333333,-1.3306666666666667,-1.0606666666666666,-1.0733333333333333,-1.5133333333333334,-1.1039999999999999,-1.3766666666666665,-1.29,-1.55,-1.056,-1.2375
