,TSS_1::Pseudomonas_phage_phiKZ:3,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:2,TSS_4::Pseudomonas_phage_phiKZ:4,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:2,TSS_7::Pseudomonas_phage_phiKZ:2,TSS_8::Pseudomonas_phage_phiKZ:2,TSS_9::Pseudomonas_phage_phiKZ:3,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,TSS_45::Pseudomonas_phage_phiKZ:,TSS_46::Pseudomonas_phage_phiKZ:,TSS_47::Pseudomonas_phage_phiKZ:,TSS_48::Pseudomonas_phage_phiKZ:,TSS_49::Pseudomonas_phage_phiKZ:,mean
9,0.28452432319497867,0.13927419231341784,0.25887061317373833,0.2534686835733145,0.2588706131737407,0.24691655628600465,0.253979734302111,0.2423729578810943,0.18069742995248428,0.18633273640897485,0.25565198118781807,0.28078900645474997,0.15091707429335996,0.27182523453152474,0.225289301507306,0.10271299974587737,0.18736694864654885,0.22492062940412452,0.19923795369950015,0.29480700091964185,0.3729772568754838,0.2117310400099135,0.1546964023161133,0.2503371758734406,0.13534718665144113,0.15738818748842057,0.2600944795900984,0.19591260028197321,0.10314706737239938,0.13709257654145854,0.1570932827798261,0.14228559577444835,0.23222153808657678,0.22230855801736665,0.20664617361962953,0.3140822858680061,0.22701115802417843,0.09117773520963583,0.15723404150039222,0.23407067939920384,0.08717955914729233,0.17124920246476824,0.1391315190827696,0.35611203354047827,0.4031176266228561,0.21295353144609522,0.32786392679481147,0.22643878960651934,0.22676777428479805,0.2165815296922593
10,0.2741405222789592,0.14779809862654136,0.2641434554664846,0.257622759005271,0.26414345546648643,0.25198019761806084,0.27143931444441044,0.23913635178594855,0.1805980459409038,0.19220165111984583,0.2503826185841072,0.2949095778444376,0.16774897607437905,0.26343491434110244,0.22038578277011917,0.0994105721404884,0.1904942699382446,0.22230145547372931,0.20317165556327882,0.3204342922910993,0.38497316783696645,0.21418340530456534,0.15556159765749475,0.2554411890223004,0.13768264738460043,0.16413981742381425,0.27717064573134775,0.1923328203087932,0.10673488379180021,0.13066518572805103,0.1616260127910342,0.13499857290290934,0.2355067402008078,0.22989964858048212,0.2009526781185055,0.3102115730298321,0.23967535809215884,0.08424654071881045,0.1617001437323315,0.2462378844229765,0.08540045782365721,0.1760364715390418,0.14252616570633406,0.3616568929733155,0.4242468387669807,0.214278084567062,0.3280992803268099,0.22973571720578523,0.2336046932472649,0.22031434860632107
11,0.26030892685520296,0.1528018393503387,0.26963230017839357,0.26053979382237413,0.26963230017839634,0.26049292151036135,0.2893357099487684,0.234745264717206,0.17713187323846225,0.19825541686097217,0.24485101243989277,0.3049031001732895,0.1868073698473427,0.2529920520722718,0.21443627050465192,0.0966378694450262,0.1951177472027556,0.21775022189905696,0.20895857358847567,0.3410691218135938,0.39207688446584854,0.21673843428512624,0.1584909605853101,0.256675389899419,0.1427602257962072,0.1706072470580805,0.29102985650013136,0.18822848939444817,0.10900127843480271,0.1263805670077367,0.16713941244746602,0.12867740849069237,0.2353877843221624,0.23877382575439082,0.19848956623469627,0.3030607667842813,0.25291486171434957,0.0797090415725659,0.16480701106715415,0.2598540005115083,0.0890464949059334,0.17997937306999184,0.14628411344767098,0.3660925141237688,0.44020931951163,0.21648728610966889,0.3258952368027627,0.2329576913890067,0.23479785996243022,0.22344801198563416
12,0.2449731752264132,0.15430825101521847,0.27404622342024915,0.2614034000024522,0.27404622342025187,0.2693744467873656,0.3095119115494275,0.22963521050991664,0.17059687490009795,0.20278131808773997,0.24028529631901044,0.3119005349268341,0.20578495973867192,0.23987970005789228,0.20988126002147936,0.09254804561779442,0.20004114234397813,0.21354676778256687,0.21607088017942014,0.35727481361572844,0.39376527346124657,0.2220349855595924,0.16276473213617754,0.2550034158696153,0.1480761429979336,0.17533848699126048,0.29926957278956523,0.18330463407807113,0.1115937609991613,0.12378452640395612,0.17262151157222155,0.12210061165041261,0.23159210961577698,0.24830127176351252,0.19944467641254424,0.29276088876766215,0.26578472817618365,0.07858073537034596,0.1678536451073503,0.2752516799419508,0.09687334582082291,0.18223801029107708,0.1506096118407076,0.36710290607623197,0.4507675244499859,0.21851571644873674,0.32118127251178596,0.2348556477294656,0.23149174450733945,0.22572966540537145
13,0.22904811251875246,0.15337118927851284,0.2775981606237905,0.26143869727282054,0.27759816062379344,0.27904719864281946,0.3300178015087122,0.22484137306561341,0.16221563155180843,0.20658722239573213,0.2376095809806164,0.31638384229632865,0.22028935279425327,0.22613174165986236,0.20760679633518545,0.08909533461817243,0.20378812106922695,0.2107974701025424,0.22690947078229665,0.3702289888365134,0.39113966330027894,0.22949128778504074,0.16538806525942312,0.25240864818028247,0.1547641456663899,0.17895047098592226,0.30225932893447865,0.17753298828106098,0.11416313445412989,0.12346239715334884,0.17643215993915407,0.11323577543653043,0.22599460460815707,0.25755636407125865,0.20247104644200822,0.27961604300302006,0.2755368328422688,0.08132891484845746,0.17012029281344043,0.29160712841577524,0.10699481117460388,0.18467509614919422,0.15483504405200466,0.36795616086549987,0.45557756908893987,0.21912585936026008,0.3130939094044927,0.23355312845148474,0.22576513580610932,0.22725796436184426
14,0.21598950266456254,0.1527240560151576,0.2803290118719854,0.2628547341724875,0.2803290118719887,0.28880551372933183,0.34993162382801335,0.2197147699537881,0.1529645500361796,0.20857762160992355,0.23532780476953086,0.31410839231641025,0.23013337074109633,0.21092413237775104,0.20701992095611357,0.08820320597035584,0.20701967000938262,0.20740584615030128,0.2382317797375498,0.3790699541411986,0.38600705036884386,0.2385152403220882,0.16551717161946597,0.24805924961108589,0.1630848516847782,0.1802110737468395,0.30086537683464554,0.1697502043873063,0.11697675842135183,0.12557931666418892,0.1801828182234199,0.10316628328690458,0.21883454856122814,0.26541861106020476,0.20947948524918947,0.26555897223280456,0.2812902918756952,0.08825965588664453,0.1723719480946974,0.30766603496518247,0.11849584817188571,0.18856896818334107,0.16076240833976813,0.3688916252898353,0.45451573758858854,0.21932258627900386,0.30105893063070377,0.23223122498382254,0.2196617183337378,0.2281626217106196
15,0.20475573698841915,0.15342250129847793,0.2853992560613954,0.265284044799171,0.2853992560613981,0.2971074428814347,0.36649347928332104,0.21420226862813144,0.14531898620125705,0.21046150569235147,0.23224749943146178,0.3062503270586873,0.2370680358379858,0.1954006161737151,0.20858803354801667,0.08791791111768035,0.20968339151683382,0.2005047246286391,0.2505584850183876,0.3845559567200678,0.37955731460980785,0.24939796900544015,0.16486994288827378,0.24184400613851365,0.1730257623659451,0.1800707033802345,0.2967936881087577,0.15945988855903087,0.12085524306585982,0.129657241932817,0.18313037294598328,0.09246400942489444,0.21223777509544295,0.2713710394695107,0.2174785472208261,0.24987737617836675,0.28557406252671663,0.09549472499692964,0.1737099564762262,0.32181842797217586,0.1312272417542399,0.1951338806224427,0.1690651984229573,0.3675403754128791,0.44885028851264186,0.22131932075901384,0.2841045387376955,0.22972805735357302,0.2166204801570447,0.22863054883757292
16,0.19713599964974288,0.15449673018313573,0.29177601604704767,0.2685097454380606,0.29177601604705,0.3026000477322327,0.3787587876314834,0.2097421419828272,0.1385309502482027,0.21099666661983557,0.2293786818969122,0.2939723736421169,0.24149947829933058,0.1811203311621065,0.21193734648053136,0.08824510886232827,0.21002167319085663,0.19259567890856993,0.26425558668387306,0.38657547475159054,0.37268141342534783,0.2637089618919628,0.16366915751153285,0.23505978964669255,0.1833340732613659,0.1783621240645712,0.2913980265124201,0.14580235367892147,0.12549999965467468,0.13680075046199908,0.18507005707967258,0.08280131925802864,0.20330424998887842,0.2752710230306942,0.22458696369690329,0.23386068253712522,0.28566613358859805,0.10061911475013108,0.174196337995531,0.3324238959348753,0.14277037282181812,0.20017019298639854,0.1805457270998821,0.3665184919392025,0.436702805652365,0.22586919072739126,0.26738248070279624,0.2250056996400239,0.21524668757351684,0.22853577372594194
17,0.1953624439594258,0.1570393556189146,0.2962826205776894,0.2739095754489521,0.2962826205776915,0.3057291766555802,0.3855479924315467,0.2070681176903597,0.1313510307023471,0.20947051896127838,0.22632497381591038,0.2804242820625302,0.2445450877244381,0.1671035136554889,0.2171715388116441,0.08916560241364307,0.20865931012876832,0.18736125848775045,0.27938146758686855,0.3861293882056583,0.3633770327848733,0.27920682690891474,0.1618301635703055,0.22743760467336246,0.192735624731077,0.17598594734970643,0.2868309512256626,0.13827742028408424,0.13174526881315513,0.14556380344192785,0.18913924552758696,0.07484027545752427,0.19820554701020096,0.27785625916702,0.23025749743890245,0.2186865852025745,0.2819262622853985,0.10609823742389368,0.17526695207542384,0.34035579357509815,0.1532942879207382,0.20363728008643783,0.19498948083587478,0.3658692694453264,0.41869591854795757,0.23234213505437848,0.24944922468626557,0.2178675647172617,0.21637436004055166,0.22841740195506063
18,0.19828389107363026,0.16201140450526416,0.3013476660873347,0.28264961005075945,0.30134766608733715,0.3074862401630654,0.38810632817901874,0.20828132650773856,0.12352385687515328,0.20776569755195373,0.22431037982806723,0.2703302524397766,0.24485159730890088,0.1555966046656726,0.22376887539799722,0.09125736049344682,0.20771139995515386,0.18411837572796774,0.2956064214976054,0.38513415809572116,0.35081614720824966,0.2967008099890379,0.16163019057565584,0.22000471817204473,0.20102579207553664,0.17361051185568444,0.2819288568275383,0.13680630637698918,0.138326367984654,0.1563202509383157,0.19593816961116917,0.06909046357425921,0.19751515567157493,0.27756285182737533,0.23550965479706581,0.20331680669697624,0.27457738604108406,0.11166872168300586,0.17464621652708218,0.34701607642888677,0.16231126132246446,0.20558922315272077,0.21170988564464022,0.36652085967189124,0.4018372983886153,0.24077272616540668,0.2336947707412857,0.2085121957049767,0.2211632152460205,0.2289716735386076
19,0.20560009676593022,0.16747663602857293,0.30750428108382005,0.2947747534069776,0.30747186200545085,0.30805706859596105,0.38880278300011806,0.21253018113983996,0.11574614750902475,0.20604797084107734,0.22260861055555523,0.2641224516561461,0.2456653563197365,0.14724862233076214,0.23237754725113874,0.09433049186422539,0.20788665005465887,0.18378739819543194,0.31037903309711046,0.38293096207029875,0.3356093743591128,0.31380827871590217,0.16139985256890138,0.21501639469112868,0.20733930334991552,0.1721676534216944,0.277999102086855,0.14025503441570308,0.1441688461271203,0.16849373401500783,0.20330138925245125,0.06523998881859001,0.20048886118185658,0.27388654877649526,0.23823194042462054,0.18895553843660048,0.26519482049316523,0.11931320418241478,0.1719857840977432,0.3513128385890653,0.16802590255757752,0.20663881362656794,0.2286657174242796,0.3683502930615128,0.38955217751330345,0.25161034992621134,0.22072701113331622,0.19690378093490457,0.22942443412428698,0.23019216065465595
20,0.2121585738347001,0.17293816998634898,0.3146446832184283,0.30741462921951784,0.3153092601914579,0.30734059009997544,0.3890230271057421,0.21856649449225998,0.10881846594498659,0.20393152959727395,0.2189720644941425,0.2598114858652409,0.24762530445458508,0.14267940960502085,0.24319759930204388,0.09864480361903993,0.20981366672684892,0.18442257776691715,0.32319403639587946,0.3798310692621344,0.318441359601199,0.33040270226633073,0.1613077163347581,0.21429532689246517,0.21260818765693812,0.1734104464543445,0.2743673922449534,0.1484904384638389,0.14988941745827725,0.18248736448070288,0.2114940304938461,0.06410414265629759,0.20420414256481673,0.27018823570758443,0.2369051429240628,0.17595656777614282,0.2535715001491321,0.1272067774180417,0.16837149291953793,0.3538984632956658,0.16913237657069985,0.20478556198247166,0.2428022588547642,0.3695475009464129,0.38110256971891826,0.2622616425985868,0.20916079573104115,0.18152927653853437,0.2418099454663813,0.23167490239488348
21,0.21620407117033488,0.1767090653474406,0.32284149589010164,0.32053234605828784,0.3245112132913607,0.30452619159942185,0.3884613714426893,0.22614298924844323,0.10402000048229791,0.2026054234292883,0.21378643939283246,0.25365622749561767,0.2518737016885958,0.1400515911500681,0.25490688638730663,0.10223319630504965,0.21310891239248617,0.18617380773435258,0.33338594007792655,0.3744409221770694,0.30005142686699954,0.34857466798554093,0.16052333718272346,0.21678146219285366,0.2178235138090472,0.17441823910985088,0.27106253433270844,0.16040895070736771,0.15609941615887285,0.19523745956752392,0.2199455244310105,0.06731897632828603,0.20808362934568064,0.2690289170117671,0.2308179477321584,0.16370184305884763,0.24158396571937746,0.13590861901567178,0.1643565643036892,0.3547593402987574,0.16612513742741458,0.19822500464731804,0.25461247189126524,0.3707258681018679,0.37461032828888674,0.27303978926121786,0.19903790704852153,0.16609425092170269,0.2583546472496681,0.23321394964811365
22,0.2165015383802788,0.17802742207043284,0.33258350955611016,0.33520705480205415,0.3358779723362803,0.29924072584387845,0.388764148037572,0.23419397054415034,0.10135233090027809,0.20072533752289692,0.206872372114867,0.2467180479977912,0.25942698063325637,0.13854833079447104,0.26470930499434264,0.10687198902895098,0.22047421504210446,0.19172350575437475,0.34305057584425425,0.3658982439155204,0.2815591335423927,0.36766659429695464,0.15989081972874558,0.22018424125971703,0.22098162429397988,0.17489142797916696,0.26768188956298267,0.17341731610598693,0.16260343356457876,0.20740831200045315,0.2273898261222696,0.0751255512297816,0.21217984980692997,0.2704262126635876,0.2217705644442749,0.15192963403414034,0.23031095226614834,0.14480762412813722,0.1621561910972572,0.3538453549534254,0.1625747025773632,0.18969068749400317,0.2644816754749456,0.36894047158488597,0.3696903368621289,0.2835345901619831,0.19268697126467324,0.1522560789408232,0.27382709522652815,0.23491177017922676
23,0.21401460383932833,0.17484406129180183,0.3423161366540377,0.35014903909010286,0.3473945575297204,0.293024248082273,0.3883804723770218,0.24067510140716125,0.10042429281873674,0.20091741311465508,0.19820696337896304,0.2388934761172253,0.268012190531777,0.1355296957370691,0.2727902191150891,0.11206347629968913,0.23212675048307832,0.20004380435179558,0.35093036192311083,0.3546330444683009,0.26631030047666415,0.3846140477089034,0.15858815666238413,0.2242182123437506,0.22117540019097498,0.17645927672408981,0.2644009577989656,0.18715925130347344,0.16762782408854132,0.21929992950085686,0.23056450764742525,0.08586946820387661,0.2170615802986633,0.27090875814419585,0.20889646706319595,0.1401435511973756,0.21864166010137506,0.1535511177288575,0.16148290350307742,0.35159341973923325,0.1605114119025776,0.18455040848092677,0.26837643066271144,0.3661032181106804,0.36556822817983714,0.29430234886448,0.18816001198608745,0.13988920301812965,0.28450671501933866,0.2362429525563589
24,0.20796227692457842,0.16726030129020347,0.35073899431927363,0.36442069664122556,0.3578022298559451,0.2916104000187837,0.3880390604748568,0.24508232424768264,0.10143512174343147,0.20218822331945763,0.18835354048445085,0.22780732689696034,0.27490489709800686,0.13363343183613857,0.2808935948261918,0.11584115438424,0.24783743784916484,0.21000297311801147,0.35841909006887407,0.34360790227099086,0.25444374320476437,0.39657532246066446,0.15512839912592963,0.2291715677556295,0.21865038836487888,0.17964579985661452,0.25954828412033815,0.19931157413831693,0.17276219479299046,0.22946771046005576,0.2298784856609259,0.09932214676279863,0.22426422032522594,0.26994457348638223,0.19713499034836846,0.13005494287905361,0.2062483612677915,0.16302914489878545,0.16156727896144632,0.349442205529719,0.16077276662121795,0.18483660324864842,0.2661199206426329,0.3612329739864161,0.3598225188740825,0.3008532166141926,0.18566348293143078,0.1284604725689767,0.290655772710147,0.23718061306667132
25,0.19899856009147204,0.15816012452414668,0.3567910605367047,0.37626489623561643,0.3661950883729111,0.29509087288317276,0.38566807825948446,0.24728009931291087,0.1036682814097997,0.20528864782457,0.17756014863066386,0.21491506213333195,0.2797944425454627,0.1323563980085851,0.289298831382266,0.12169398473224942,0.2665049308773897,0.22069591932169388,0.36414665686945874,0.3319244135969414,0.24628775228211003,0.40267214477432567,0.15189740517709427,0.23540906792386057,0.21527526321531912,0.1833369387122255,0.2510800348680265,0.2073046244393907,0.17822740362886638,0.2387222758700755,0.22598733462499218,0.11265841337663858,0.23213511787796914,0.2670707534755389,0.19038851080523614,0.12115871860359544,0.19507019135392833,0.17323042485968726,0.1638976662212392,0.34558404720799074,0.16242496865642336,0.18995715762103488,0.26175394699643706,0.3558301370078745,0.35257398871033124,0.304432300011689,0.18823008031151223,0.11832226436808195,0.2934397770206495,0.23789092260308115
26,0.18927462447712862,0.1522323862025531,0.3591844848457315,0.385739877038355,0.37215104104962704,0.3036227410730493,0.3795294544128011,0.246864062275809,0.10775582402065398,0.20903507404030336,0.16592436612999273,0.19952263224519415,0.28101430859833715,0.13272981407327708,0.29819014334849314,0.12813390533666938,0.28449460283073613,0.22871883214914557,0.36654987118804605,0.31939757138216684,0.2446547126430194,0.4058721691966454,0.15095919896521612,0.24342050716631158,0.21126749061252884,0.18620081466472974,0.2403483883826031,0.2096960571177951,0.18271491536304466,0.248658956555174,0.21884376394707586,0.12580171957426284,0.23971033228899405,0.26202881885960116,0.18997701238945414,0.11249127057774574,0.18048755957443557,0.18261831980426738,0.16771384342456092,0.3427584209290859,0.16672257051532466,0.1947212707226459,0.2608133275627563,0.34925711683793415,0.3424684478474157,0.3093528919065225,0.19195841747627912,0.11001926932873907,0.293171897982553,0.2382607163047917
27,0.18038114506817277,0.14921122118097627,0.3585047818900344,0.39344115476095126,0.3762161560104942,0.31668291312368835,0.3675417617792516,0.24462328944639106,0.11310115622036307,0.2116195869869118,0.1530995342249224,0.18542646881409167,0.27952824562589623,0.13721104961813896,0.3075188610166277,0.13549742478109103,0.2992891820602464,0.23518534287883722,0.36633018435971687,0.3047513344135103,0.24554926103479038,0.40470903378535955,0.15305878709908113,0.2549617700036837,0.20664183477458628,0.1869879022039818,0.23023576743603996,0.206921188728659,0.18746068303968383,0.25880208569295826,0.20993889285857895,0.13869140128766383,0.24708523754986383,0.2564409537047402,0.1942494080871778,0.10572503690952491,0.1649499695035168,0.19246428029616475,0.17426342441806772,0.3406218959238511,0.1748005078012095,0.19969775414806032,0.26154130466479664,0.34089467780728416,0.3284969263057774,0.31560792457140346,0.19859813779863086,0.1018033191477599,0.2915907877841638,0.23852961119647703
28,0.1742761170956858,0.1508305420566592,0.35409239998707986,0.398859061669215,0.37762296312894716,0.33284846836101667,0.350722010540886,0.2448993140961968,0.1191725283203848,0.21412134237068478,0.14273830965281425,0.1731841345423653,0.2768506671616092,0.14370251728783873,0.31664109381678757,0.14402714413373652,0.3123284528682417,0.2402899707417266,0.36248998795365023,0.28958210517262034,0.2491878031079838,0.4014072729329324,0.1571720095038704,0.2681988475911109,0.20203600215541626,0.186308164824381,0.21923166418856685,0.19892982735267972,0.19297947829288495,0.26591347090420037,0.20022221721005712,0.15083528850493588,0.25125645620460313,0.2493129469230008,0.2044650844995454,0.09865626275173846,0.14943576833475153,0.20278725580774637,0.1828022285085851,0.338648647075008,0.1874357676197151,0.20518849783444232,0.26469864163146345,0.334108212782752,0.31113294570223465,0.3248262480418549,0.20721771617639156,0.09135382436166649,0.28609773567205077,0.2387984779072391
29,0.17165644341568093,0.1543544405603619,0.34494240295068734,0.4020377718418279,0.3756452757204657,0.34938998168757,0.33105136090967063,0.24797347115422771,0.124226603760291,0.2156193452422306,0.13617524941414727,0.1629433292713213,0.27265576193733543,0.150831629484735,0.32264652560213536,0.15250211145527443,0.32376738856917286,0.24514615991861805,0.358247086788159,0.27335811868704074,0.25478627245245966,0.39450463919754475,0.16156698175605658,0.28290791203728227,0.2006570034914847,0.18440858407751023,0.20670295451600568,0.19399148716661696,0.19872499206788224,0.27090259826597196,0.1915375177876229,0.16271564441552885,0.2514708909847219,0.2405367661590297,0.21785914415537336,0.0926826800624099,0.13569974839089013,0.21533468799696961,0.19198991828941137,0.3346261015929941,0.20473398734393058,0.21176847784144875,0.2689546118433358,0.3295992176055337,0.29067161207322456,0.33563458095527265,0.21586447517889235,0.08097225624075627,0.2799951194755827,0.23912186371005506
30,0.1720640206875534,0.15902692974929464,0.335401839717989,0.40650739863368335,0.37332148727749725,0.36656653991169874,0.3114728517646196,0.252495942689763,0.12928539161085975,0.21673281373125972,0.13246566812916744,0.15468427559802683,0.26873067404753054,0.1580959572164437,0.3266815871206238,0.16028617661863065,0.3327248984236573,0.25189939407308953,0.3521530397947682,0.2577879388567451,0.26177790401939094,0.3827722568482683,0.16596864716121584,0.2969826531411465,0.20150364452456637,0.18142398221726355,0.1943271694766905,0.19269950383798432,0.20466741312514988,0.2759846735106579,0.18569721783735485,0.17301700241744128,0.25061924050018447,0.23181121064632998,0.2328807965166792,0.08842030635211678,0.12285024550100813,0.2285137700132292,0.19954501746603354,0.32901954390676924,0.2189410750243322,0.21952984727983046,0.2726778156187327,0.3277654152113917,0.27135892226062686,0.3494585215201699,0.22296571533100554,0.0747207178165848,0.27522972119900746,0.23982683216191966
31,0.17636874507047992,0.16577590881461415,0.3240878896900618,0.4116333188446733,0.37001060252023177,0.3790536731695978,0.2955714972273914,0.2582244984755684,0.1347598181659223,0.21799756594530284,0.1316493690099014,0.14951227732519376,0.2647475321732465,0.16520404107571957,0.3297263979643718,0.16456294799317814,0.33778597436591173,0.2628842547402268,0.3431106650057102,0.2438548959939713,0.26989564470054883,0.36857424385111087,0.16859717262264426,0.31000748608728257,0.20170246683681103,0.17956079762604787,0.183273700934818,0.19412050032647696,0.20952656292067565,0.27946957660553035,0.1841216253467613,0.18073918143332418,0.24951419226236182,0.22581806094457318,0.24622343972873578,0.08574620696203124,0.11270421899599634,0.24014074649818112,0.20653434563049994,0.3219501923547878,0.22838194109949844,0.22473905705191885,0.27601463455333797,0.32724664068392134,0.2550179559781119,0.3663629274046926,0.2278765582704378,0.07349540101553194,0.2723866814291926,0.24074008232096158
32,0.18548449483161675,0.17203362321173063,0.31361448577057127,0.41666308637329924,0.3651340668015117,0.3893635463425416,0.28145074982850504,0.2651218673785431,0.13996190132500608,0.21957183782922698,0.13193928403805574,0.14732786243069432,0.259792249126029,0.17279352254561242,0.3313544908424139,0.16880485171270992,0.3385058288381641,0.27336099431879596,0.3304456504701211,0.23197414462110338,0.2786773829860464,0.3526715945233177,0.1713287118555796,0.3223172507300181,0.20161301186922684,0.17915834646594278,0.17572461087352897,0.19927383772160873,0.21384974636540344,0.2801555358502784,0.18624227718581104,0.1858033321393195,0.2509156695420317,0.22200347536980064,0.25771385032645533,0.08407159114353116,0.10401248599849063,0.24998052493073653,0.21071227185808228,0.3135707340845377,0.2330276822160015,0.22662178360570695,0.2793490443546687,0.32877402960512103,0.24175997827652643,0.38434141363070595,0.23121597992050877,0.07793825082152044,0.27165292287031156,0.2418199156276953
33,0.19874343592519372,0.1765294636108401,0.3027895129500172,0.421308595993602,0.3604013817062856,0.3958214391349552,0.27161369349296444,0.27107197911915093,0.14439661359338185,0.2203872219963557,0.13259711387702078,0.14849160108488352,0.25502081670893023,0.18008812457681478,0.3314414917592775,0.1720055180576066,0.33808482099201964,0.2819108505394472,0.3146531119027501,0.22047766800302818,0.2861974914026139,0.33488662721788265,0.1752047516897886,0.3339513403212156,0.20075822686825515,0.17810670158708233,0.1712934622542383,0.20741520986495393,0.21934857790074597,0.27848989737160307,0.19301499458333704,0.1899311192727065,0.25379530301734776,0.2212946479510156,0.2667732382316538,0.08328352254341523,0.0953802586251801,0.25516710157938843,0.21301960825878244,0.30387714327670545,0.2341397224657915,0.22543676544384833,0.28273028655170873,0.32963593046644146,0.23079470852208178,0.40254389407603436,0.23393470947964082,0.08695163324133251,0.27273204819817154,0.24281476280178552
34,0.21443129153200932,0.17983162977135045,0.29200886057019376,0.42442862938168274,0.3576256263902532,0.3993272787942468,0.2652666018827353,0.27620680157413335,0.14606747297772268,0.2219937975282543,0.1346471651246488,0.1543525455753175,0.2536771966849372,0.18719583021492908,0.33150116546530695,0.17430406573152496,0.334898772090235,0.28922085107209716,0.29922566645365645,0.20994939507347238,0.29262792998877896,0.31566119282014354,0.17862020243911259,0.34297346026605013,0.1992956121380483,0.17680655051961763,0.16944354505862144,0.21924439017244798,0.22461708346512393,0.2767545030148594,0.20385962579033778,0.19387388139200126,0.25927710339881804,0.22216650038695432,0.2711157927641986,0.08270736942569473,0.08974116396708558,0.2585098063850615,0.2139300729342227,0.29261176074956996,0.23264969172623426,0.22065689222840112,0.28348409129844515,0.3306684867955353,0.22341421757651006,0.4193852866158971,0.2354260806910619,0.09722502642103062,0.27383815819728785,0.24381114535746648
35,0.23201257304880865,0.17999552241111977,0.2795942227843107,0.4259432034630361,0.355425412639168,0.4007706782498751,0.2624339812240488,0.2817503901551882,0.14621784666123525,0.22331198334303468,0.13772972152135513,0.16493032568327368,0.25439544947077214,0.19349901015160872,0.33175205693819493,0.17512741652196573,0.3294911917681523,0.29637714954109484,0.28497521284491373,0.20078141584876147,0.297592832491718,0.2945407143337287,0.18362508857770615,0.3517205705444467,0.19568651349165747,0.1763017861898099,0.16976547236813055,0.23351110646251866,0.22886261737346505,0.2743033907932048,0.21788175431380807,0.1993590520246953,0.268224817325173,0.22511120858147113,0.27323995445533045,0.08360480490066738,0.08438238363227885,0.2611243691833556,0.2122318536663849,0.27935804546944876,0.2287896243631849,0.2141602060054341,0.2815108408383925,0.33100191479988383,0.21847366659152287,0.4333274009100877,0.23901526125952216,0.10772013682693878,0.27116448798969417,0.2447368702047669
36,0.24981586818607102,0.17622517486537845,0.26622697550148267,0.42451859557299076,0.3545993769921239,0.40126082434012444,0.26438020475273494,0.28509296402272494,0.14533331210262906,0.22464003980045924,0.14050383939606512,0.18070399776073365,0.25772311536221143,0.19920864598678806,0.33252324339034856,0.17727024740623945,0.3237392126917999,0.3025488774971513,0.27086346216886314,0.1926162788381342,0.2985513462659669,0.27142870912589434,0.19040480762061324,0.3603283885588434,0.192332547017708,0.17484955999265778,0.1721590290431803,0.2497065023547888,0.23072183783212546,0.271522128178891,0.23289515002409572,0.20554776399532676,0.2830703191216256,0.22977928127706754,0.2721237916081866,0.08465024779488245,0.08393505660571905,0.26395724305890894,0.2101422930808036,0.2660301171931717,0.2236658281781517,0.21103501224345914,0.2775672746258412,0.33015460423153653,0.21719165477841101,0.4411715609953342,0.24264385164723162,0.11800028808894196,0.2676459700412862,0.2457756412493001
