,TSS_1::Pseudomonas_phage_phiKZ:12288-12488(),TSS_2::Pseudomonas_phage_phiKZ:12382-12582(),TSS_3::Pseudomonas_phage_phiKZ:14712-14912(),TSS_4::Pseudomonas_phage_phiKZ:15991-16191(),TSS_5::Pseudomonas_phage_phiKZ:19791-19991(),TSS_6::Pseudomonas_phage_phiKZ:81676-81876(),TSS_7::Pseudomonas_phage_phiKZ:81869-82069(),TSS_8::Pseudomonas_phage_phiKZ:114356-114556(),TSS_9::Pseudomonas_phage_phiKZ:114822-115022(),TSS_10::Pseudomonas_phage_phiKZ:172065-172265(),TSS_11::Pseudomonas_phage_phiKZ:187688-187888(),TSS_12::Pseudomonas_phage_phiKZ:265838-266038(),TSS_13::Pseudomonas_phage_phiKZ:271586-271786(),TSS_14::Pseudomonas_phage_phiKZ:271822-272022(),TSS_15::Pseudomonas_phage_phiKZ:274048-274248(),TSS_16::Pseudomonas_phage_phiKZ:278654-278854(),TSS_17::Pseudomonas_phage_phiKZ:280101-280301(),mean
74,-1.2600000000000002,-1.364666666666667,-1.096,-1.0859999999999999,-1.286,-1.1906666666666665,-1.3173333333333335,-1.2753333333333332,-1.1353333333333333,-1.1260000000000001,-1.0813333333333333,-1.0973333333333335,-1.572,-1.3679999999999999,-1.352666666666667,-1.1333333333333333,-1.0813333333333335,-1.2249019607843135
75,-1.26,-1.4020000000000001,-1.104,-1.1966666666666665,-1.3306666666666667,-1.2006666666666668,-1.26,-1.2713333333333334,-1.1153333333333333,-1.0993333333333333,-1.052,-1.18,-1.494,-1.446,-1.3226666666666669,-1.1333333333333333,-1.0733333333333335,-1.231843137254902
76,-1.26,-1.4393333333333334,-1.1620000000000001,-1.2326666666666666,-1.372,-1.1993333333333331,-1.2266666666666666,-1.2513333333333334,-1.1453333333333333,-1.0806666666666667,-0.9960000000000001,-1.208,-1.4946666666666668,-1.5073333333333332,-1.2959999999999998,-1.1600000000000001,-1.0733333333333335,-1.2414509803921567
77,-1.2979999999999998,-1.4686666666666668,-1.1900000000000002,-1.1966666666666665,-1.364,-1.1846666666666665,-1.2646666666666666,-1.1673333333333333,-1.2293333333333332,-1.1099999999999999,-0.9966666666666666,-1.1786666666666668,-1.5213333333333334,-1.4693333333333336,-1.3006666666666669,-1.2659999999999998,-1.1,-1.253294117647059
78,-1.3466666666666667,-1.422,-1.1900000000000002,-1.1553333333333333,-1.364,-1.2046666666666668,-1.3019999999999998,-1.13,-1.218,-1.1433333333333333,-1.0166666666666666,-1.1453333333333333,-1.508,-1.4320000000000002,-1.3453333333333333,-1.2993333333333332,-1.1573333333333333,-1.2576470588235296
79,-1.32,-1.4020000000000001,-1.2100000000000002,-1.1846666666666665,-1.364,-1.184666666666667,-1.244,-1.1580000000000001,-1.1713333333333333,-1.1353333333333333,-1.0466666666666666,-1.1833333333333333,-1.4980000000000002,-1.49,-1.4093333333333333,-1.2913333333333334,-1.1293333333333335,-1.2601176470588236
80,-1.3346666666666667,-1.44,-1.294,-1.2139999999999997,-1.3453333333333335,-1.1513333333333335,-1.2106666666666668,-1.1873333333333334,-1.1526666666666665,-1.1353333333333333,-1.0946666666666667,-1.2020000000000002,-1.4980000000000002,-1.5273333333333334,-1.4733333333333334,-1.2433333333333332,-1.1593333333333333,-1.274313725490196
81,-1.3546666666666667,-1.518,-1.3233333333333335,-1.186,-1.3546666666666667,-1.1513333333333335,-1.2306666666666668,-1.2133333333333336,-1.1246666666666667,-1.1633333333333336,-1.1226666666666667,-1.2206666666666668,-1.5353333333333334,-1.4806666666666668,-1.5326666666666668,-1.23,-1.1793333333333333,-1.2894901960784315
82,-1.3733333333333335,-1.518,-1.2653333333333334,-1.186,-1.358,-1.1513333333333333,-1.244,-1.2506666666666668,-1.162,-1.1053333333333333,-1.1786666666666668,-1.222,-1.5393333333333332,-1.4546666666666668,-1.616666666666667,-1.2673333333333332,-1.1513333333333333,-1.2967058823529412
83,-1.4513333333333336,-1.4073333333333333,-1.1873333333333336,-1.2233333333333332,-1.31,-1.1433333333333335,-1.2026666666666666,-1.3333333333333333,-1.162,-1.1166666666666667,-1.2346666666666666,-1.1960000000000002,-1.5133333333333332,-1.4546666666666668,-1.6693333333333336,-1.2206666666666666,-1.0686666666666667,-1.287921568627451
84,-1.4886666666666666,-1.3213333333333332,-1.1500000000000001,-1.2433333333333332,-1.2966666666666666,-1.1133333333333335,-1.2026666666666666,-1.3333333333333333,-1.1580000000000001,-1.1166666666666667,-1.296,-1.2553333333333332,-1.536,-1.4546666666666668,-1.6693333333333336,-1.2020000000000002,-1.078,-1.2891372549019608
85,-1.4780000000000002,-1.288,-1.1793333333333333,-1.2353333333333332,-1.3046666666666666,-1.0933333333333335,-1.1913333333333334,-1.3426666666666667,-1.214,-1.07,-1.2959999999999998,-1.3126666666666666,-1.562,-1.397333333333333,-1.6320000000000003,-1.2220000000000002,-1.142,-1.2918039215686274
86,-1.4406666666666665,-1.2600000000000002,-1.2326666666666668,-1.2633333333333332,-1.278,-1.0933333333333335,-1.2493333333333334,-1.4066666666666665,-1.2553333333333334,-1.0326666666666666,-1.296,-1.2926666666666666,-1.5633333333333332,-1.3613333333333333,-1.6306666666666667,-1.2593333333333334,-1.2033333333333334,-1.3010980392156863
87,-1.3793333333333335,-1.232,-1.2813333333333334,-1.3006666666666669,-1.258,-1.1306666666666667,-1.2866666666666666,-1.4893333333333334,-1.2366666666666668,-1.0033333333333334,-1.296,-1.3506666666666665,-1.5646666666666669,-1.3880000000000001,-1.6946666666666668,-1.286,-1.2033333333333331,-1.316549019607843
88,-1.3873333333333333,-1.1986666666666668,-1.3653333333333333,-1.3619999999999999,-1.2280000000000002,-1.188,-1.2973333333333334,-1.5160000000000002,-1.248,-0.9753333333333334,-1.296,-1.4146666666666665,-1.5159999999999998,-1.3746666666666667,-1.7146666666666666,-1.2846666666666666,-1.1753333333333333,-1.326
89,-1.4173333333333331,-1.1506666666666665,-1.3946666666666667,-1.3339999999999999,-1.2013333333333334,-1.2173333333333332,-1.312,-1.5160000000000002,-1.2666666666666666,-1.0233333333333332,-1.2946666666666669,-1.404,-1.512,-1.3446666666666667,-1.7066666666666668,-1.2926666666666666,-1.1953333333333334,-1.3284313725490196
90,-1.4066666666666667,-1.0866666666666667,-1.3666666666666667,-1.27,-1.1566666666666667,-1.2166666666666666,-1.332,-1.5053333333333334,-1.324,-1.0646666666666667,-1.2666666666666666,-1.34,-1.5453333333333332,-1.2866666666666664,-1.736,-1.2646666666666666,-1.2220000000000002,-1.3170980392156864
91,-1.3453333333333333,-1.0306666666666666,-1.3366666666666667,-1.27,-1.1433333333333335,-1.2273333333333334,-1.304,-1.4773333333333334,-1.3273333333333333,-1.0566666666666669,-1.2666666666666666,-1.3386666666666664,-1.5073333333333332,-1.2866666666666664,-1.74,-1.2659999999999998,-1.2113333333333334,-1.3020784313725489
92,-1.3073333333333335,-1.0013333333333334,-1.3086666666666669,-1.27,-1.1806666666666668,-1.2913333333333334,-1.274,-1.5353333333333332,-1.2913333333333334,-1.046,-1.2566666666666666,-1.3106666666666666,-1.4513333333333334,-1.2946666666666666,-1.6493333333333335,-1.2173333333333334,-1.1553333333333335,-1.2847843137254902
93,-1.248,-1.0293333333333332,-1.338,-1.27,-1.1806666666666668,-1.3493333333333335,-1.2180000000000002,-1.5633333333333332,-1.3286666666666667,-1.0326666666666666,-1.2926666666666666,-1.3406666666666667,-1.4033333333333333,-1.2680000000000002,-1.5433333333333334,-1.2133333333333336,-1.1260000000000001,-1.2791372549019608
94,-1.212,-1.0293333333333332,-1.3739999999999999,-1.2126666666666666,-1.1886666666666668,-1.432,-1.1900000000000002,-1.5633333333333332,-1.3900000000000001,-1.0326666666666666,-1.3453333333333333,-1.3293333333333335,-1.3833333333333333,-1.162,-1.4793333333333334,-1.2773333333333334,-1.1260000000000001,-1.278078431372549
95,-1.1706666666666665,-0.9993333333333332,-1.4006666666666667,-1.1833333333333333,-1.1886666666666668,-1.488,-1.1900000000000002,-1.526,-1.3900000000000001,-1.0326666666666668,-1.344,-1.3106666666666666,-1.3573333333333333,-1.1246666666666667,-1.4153333333333333,-1.3613333333333335,-1.088,-1.2688627450980392
96,-1.1506666666666667,-0.9213333333333333,-1.3900000000000001,-1.2113333333333332,-1.1513333333333333,-1.4766666666666668,-1.142,-1.442,-1.39,-1.0046666666666666,-1.3533333333333333,-1.3106666666666664,-1.3213333333333332,-1.1526666666666665,-1.3573333333333335,-1.3706666666666665,-1.0866666666666667,-1.2489803921568627
97,-1.1239999999999999,-0.8919999999999999,-1.3900000000000001,-1.1813333333333333,-1.1179999999999999,-1.4753333333333336,-1.1286666666666667,-1.406,-1.3793333333333335,-1.0246666666666668,-1.3533333333333333,-1.3093333333333335,-1.3079999999999998,-1.1226666666666667,-1.3013333333333335,-1.3413333333333335,-1.1133333333333333,-1.233450980392157
98,-1.046,-0.9493333333333333,-1.3900000000000001,-1.1253333333333333,-1.088,-1.502,-1.1700000000000002,-1.3793333333333335,-1.4280000000000002,-1.0133333333333334,-1.3266666666666669,-1.2513333333333334,-1.3073333333333332,-1.1039999999999999,-1.2106666666666668,-1.3880000000000001,-1.1133333333333333,-1.2230980392156865
