,TSS_1::Pseudomonas_phage_phiKZ:34-234(),TSS_2::Pseudomonas_phage_phiKZ:2075-2275(),TSS_3::Pseudomonas_phage_phiKZ:2579-2779(),TSS_4::Pseudomonas_phage_phiKZ:4080-4280(),TSS_5::Pseudomonas_phage_phiKZ:4430-4630(),TSS_6::Pseudomonas_phage_phiKZ:23499-23699(),TSS_7::Pseudomonas_phage_phiKZ:26443-26643(),TSS_8::Pseudomonas_phage_phiKZ:29312-29512(),TSS_9::Pseudomonas_phage_phiKZ:34498-34698(),TSS_10::Pseudomonas_phage_phiKZ:35790-35990(),TSS_11::Pseudomonas_phage_phiKZ:42741-42941(),TSS_12::Pseudomonas_phage_phiKZ:44836-45036(),TSS_13::Pseudomonas_phage_phiKZ:45277-45477(),TSS_14::Pseudomonas_phage_phiKZ:45482-45682(),TSS_15::Pseudomonas_phage_phiKZ:49068-49268(),TSS_16::Pseudomonas_phage_phiKZ:51629-51829(),TSS_17::Pseudomonas_phage_phiKZ:53598-53798(),TSS_18::Pseudomonas_phage_phiKZ:57000-57200(),TSS_19::Pseudomonas_phage_phiKZ:57898-58098(),TSS_20::Pseudomonas_phage_phiKZ:62977-63177(),TSS_21::Pseudomonas_phage_phiKZ:70253-70453(),TSS_22::Pseudomonas_phage_phiKZ:74050-74250(),TSS_23::Pseudomonas_phage_phiKZ:77825-78025(),TSS_24::Pseudomonas_phage_phiKZ:81832-82032(),TSS_25::Pseudomonas_phage_phiKZ:88430-88630(),TSS_26::Pseudomonas_phage_phiKZ:106789-106989(),TSS_27::Pseudomonas_phage_phiKZ:107977-108177(),TSS_28::Pseudomonas_phage_phiKZ:120571-120771(),TSS_29::Pseudomonas_phage_phiKZ:137415-137615(),TSS_30::Pseudomonas_phage_phiKZ:171768-171968(),TSS_31::Pseudomonas_phage_phiKZ:172284-172484(),TSS_32::Pseudomonas_phage_phiKZ:198020-198220(),TSS_33::Pseudomonas_phage_phiKZ:199131-199331(),TSS_34::Pseudomonas_phage_phiKZ:204064-204264(),TSS_35::Pseudomonas_phage_phiKZ:212978-213178(),TSS_36::Pseudomonas_phage_phiKZ:220695-220895(),TSS_37::Pseudomonas_phage_phiKZ:221407-221607(),TSS_38::Pseudomonas_phage_phiKZ:221762-221962(),TSS_39::Pseudomonas_phage_phiKZ:226720-226920(),TSS_40::Pseudomonas_phage_phiKZ:228506-228706(),TSS_41::Pseudomonas_phage_phiKZ:237201-237401(),TSS_42::Pseudomonas_phage_phiKZ:240272-240472(),TSS_43::Pseudomonas_phage_phiKZ:243936-244136(),TSS_44::Pseudomonas_phage_phiKZ:245599-245799(),TSS_45::Pseudomonas_phage_phiKZ:246621-246821(),TSS_46::Pseudomonas_phage_phiKZ:250558-250758(),TSS_47::Pseudomonas_phage_phiKZ:254647-254847(),TSS_48::Pseudomonas_phage_phiKZ:257484-257684(),TSS_49::Pseudomonas_phage_phiKZ:266796-266996(),mean
-36,-1.13,-1.2413333333333332,-1.278,-1.066,-1.2113333333333332,-1.1019999999999999,-1.2253333333333332,-1.3880000000000001,-1.1266666666666665,-1.3753333333333335,-1.2813333333333332,-1.2406666666666666,-1.2006666666666668,-1.2726666666666666,-1.0026666666666666,-1.4546666666666668,-1.0773333333333333,-1.2006666666666665,-1.224,-1.1733333333333331,-0.9946666666666667,-1.1306666666666667,-1.4733333333333334,-1.2386666666666666,-1.2853333333333332,-1.2186666666666668,-1.242,-1.0673333333333332,-1.1973333333333334,-1.2086666666666666,-0.95,-1.3366666666666667,-1.2726666666666666,-1.402666666666667,-1.276,-1.1340000000000001,-1.088,-1.5306666666666666,-1.1626666666666667,-1.328,-1.5306666666666666,-1.032,-1.3980000000000001,-1.1206666666666665,-0.9866666666666667,-1.1666666666666667,-1.0706666666666667,-1.0959999999999999,-0.9133333333333334,-1.206625850340136
-35,-1.11,-1.1773333333333333,-1.214,-1.0246666666666668,-1.2033333333333331,-1.1553333333333333,-1.168,-1.3840000000000001,-1.0893333333333333,-1.3493333333333335,-1.2820000000000003,-1.2126666666666668,-1.2006666666666668,-1.3006666666666669,-1.0506666666666669,-1.402,-1.0133333333333334,-1.2006666666666665,-1.224,-1.0906666666666667,-0.9866666666666667,-1.1493333333333333,-1.4466666666666665,-1.28,-1.2853333333333334,-1.2386666666666666,-1.178,-1.0593333333333332,-1.2346666666666666,-1.2186666666666668,-1.008,-1.3926666666666667,-1.2313333333333332,-1.4213333333333333,-1.2493333333333332,-1.106,-1.1346666666666667,-1.5046666666666666,-1.1066666666666667,-1.2373333333333332,-1.5046666666666666,-1.024,-1.3339999999999999,-1.1506666666666665,-0.9866666666666666,-1.1666666666666667,-1.0666666666666667,-1.0959999999999999,-0.9053333333333333,-1.195034013605442
-34,-1.0913333333333335,-1.0946666666666667,-1.1580000000000001,-1.0246666666666668,-1.1733333333333331,-1.174,-1.1119999999999999,-1.364,-1.0333333333333334,-1.3479999999999999,-1.2713333333333334,-1.2206666666666666,-1.1633333333333333,-1.2726666666666666,-1.0706666666666669,-1.3426666666666667,-0.9293333333333332,-1.1179999999999999,-1.224,-1.0266666666666666,-0.9866666666666667,-1.1213333333333333,-1.424,-1.3,-1.232,-1.2386666666666666,-1.0953333333333333,-1.0593333333333332,-1.2626666666666666,-1.2079999999999997,-1.0266666666666666,-1.422,-1.2113333333333334,-1.4106666666666667,-1.1933333333333331,-1.114,-1.2126666666666668,-1.4673333333333332,-1.0586666666666666,-1.2186666666666668,-1.4673333333333334,-1.024,-1.3006666666666666,-1.1393333333333333,-0.9866666666666666,-1.1373333333333335,-1.0386666666666666,-1.1146666666666667,-0.9133333333333333,-1.1754693877551021
-33,-1.0713333333333332,-1.0946666666666665,-1.1580000000000001,-1.0433333333333334,-1.1733333333333333,-1.1166666666666667,-1.0986666666666667,-1.28,-0.9773333333333334,-1.29,-1.1873333333333336,-1.1633333333333336,-1.1913333333333334,-1.2193333333333336,-1.1613333333333336,-1.289333333333333,-0.9293333333333333,-1.0979999999999999,-1.224,-0.9786666666666667,-0.9866666666666667,-1.0839999999999999,-1.36,-1.27,-1.2426666666666668,-1.2466666666666666,-1.0953333333333333,-1.0593333333333332,-1.2706666666666666,-1.18,-1.0066666666666666,-1.4113333333333336,-1.1273333333333333,-1.3960000000000001,-1.1466666666666667,-1.142,-1.222,-1.3833333333333333,-1.0586666666666666,-1.172,-1.3833333333333333,-1.052,-1.2526666666666668,-1.102,-0.9866666666666666,-1.0266666666666666,-1.0306666666666666,-1.1346666666666667,-0.9599999999999999,-1.15378231292517
-32,-1.0713333333333332,-1.1146666666666667,-1.2059999999999997,-1.0713333333333332,-1.2213333333333334,-1.0873333333333335,-1.108,-1.1973333333333334,-0.8933333333333333,-1.212,-1.1313333333333335,-1.1073333333333333,-1.1913333333333334,-1.1746666666666667,-1.1520000000000001,-1.2666666666666664,-0.9853333333333333,-1.0979999999999999,-1.224,-0.9866666666666666,-0.9586666666666667,-1.0,-1.3266666666666669,-1.2213333333333334,-1.272,-1.276,-1.1153333333333333,-1.0673333333333335,-1.2413333333333334,-1.18,-1.0066666666666666,-1.4066666666666667,-1.0446666666666666,-1.4226666666666667,-1.1386666666666667,-1.094,-1.218,-1.35,-1.088,-1.153333333333333,-1.35,-1.0319999999999998,-1.2193333333333336,-1.161333333333333,-0.9586666666666666,-0.9986666666666666,-1.0026666666666668,-1.1266666666666665,-0.98,-1.1410340136054422
-31,-1.0333333333333334,-1.1146666666666667,-1.176,-1.042,-1.1913333333333334,-1.0873333333333335,-1.0933333333333333,-1.1786666666666668,-0.8640000000000001,-1.1786666666666668,-1.098,-1.078,-1.1913333333333334,-1.1453333333333333,-1.1106666666666667,-1.1886666666666665,-1.0213333333333332,-1.0979999999999999,-1.224,-1.0146666666666666,-0.9586666666666667,-0.9626666666666667,-1.2786666666666666,-1.2253333333333332,-1.2426666666666668,-1.28,-1.1153333333333333,-1.038,-1.2306666666666668,-1.18,-1.0066666666666666,-1.4706666666666666,-1.026,-1.412,-1.1106666666666667,-1.0646666666666667,-1.2706666666666668,-1.3299999999999998,-1.1720000000000002,-1.1346666666666667,-1.3299999999999998,-1.0133333333333332,-1.1993333333333334,-1.188,-0.9866666666666666,-0.9786666666666667,-0.9946666666666667,-1.1266666666666665,-0.98,-1.1313605442176868
-30,-0.9853333333333333,-1.1426666666666667,-1.1199999999999999,-1.0086666666666668,-1.1726666666666667,-1.1153333333333333,-1.1133333333333333,-1.1786666666666668,-0.8640000000000001,-1.1786666666666668,-1.078,-1.078,-1.1713333333333333,-1.1266666666666665,-1.148,-1.1513333333333333,-1.0213333333333332,-1.088,-1.232,-1.0066666666666666,-0.9866666666666667,-0.9906666666666666,-1.2146666666666666,-1.2533333333333334,-1.132,-1.224,-1.1433333333333335,-1.0086666666666666,-1.2493333333333334,-1.1613333333333336,-1.0066666666666666,-1.5173333333333334,-1.026,-1.3746666666666667,-1.1386666666666667,-1.0353333333333334,-1.3286666666666667,-1.2659999999999998,-1.2093333333333334,-1.0706666666666667,-1.2660000000000002,-0.9946666666666667,-1.1353333333333333,-1.2146666666666666,-0.9946666666666667,-1.0066666666666666,-0.9746666666666666,-1.1266666666666665,-0.988,-1.1228435374149661
-29,-1.0053333333333334,-1.1806666666666665,-1.072,-1.0386666666666666,-1.2306666666666668,-1.1153333333333333,-1.1133333333333333,-1.1786666666666668,-0.856,-1.1486666666666667,-1.022,-1.106,-1.1340000000000001,-1.108,-1.2053333333333334,-1.122,-1.0293333333333332,-1.1013333333333333,-1.2026666666666666,-1.0146666666666666,-1.0146666666666666,-0.9626666666666667,-1.1320000000000001,-1.2253333333333336,-1.1119999999999999,-1.1906666666666665,-1.1813333333333333,-1.0086666666666666,-1.2306666666666668,-1.1413333333333333,-1.0066666666666666,-1.5173333333333334,-1.026,-1.264,-1.146666666666667,-0.9993333333333333,-1.3846666666666667,-1.21,-1.18,-1.052,-1.2100000000000002,-1.0246666666666668,-1.0793333333333333,-1.2439999999999998,-1.0146666666666666,-1.0266666666666666,-0.9946666666666667,-1.1186666666666665,-1.046,-1.1169251700680274
-28,-1.0466666666666666,-1.1713333333333333,-1.0946666666666667,-1.0946666666666667,-1.2206666666666666,-1.1153333333333333,-1.0666666666666667,-1.2066666666666666,-0.856,-1.1206666666666665,-0.9393333333333334,-1.106,-1.0726666666666667,-1.1360000000000001,-1.2240000000000002,-1.1073333333333333,-1.0573333333333332,-1.1013333333333333,-1.12,-1.0426666666666666,-1.0973333333333335,-0.9706666666666666,-1.0853333333333335,-1.1960000000000002,-1.1119999999999999,-1.2106666666666668,-1.208,-0.9793333333333333,-1.1826666666666668,-1.1113333333333335,-1.0066666666666666,-1.506,-1.054,-1.186,-1.1093333333333333,-1.0526666666666666,-1.418,-1.1273333333333333,-1.1466666666666667,-1.052,-1.1273333333333333,-1.0433333333333334,-0.9966666666666667,-1.244,-1.0973333333333335,-1.056,-1.056,-1.1266666666666665,-1.102,-1.1134965986394558
-27,-1.0746666666666667,-1.1340000000000001,-1.1226666666666667,-1.1226666666666667,-1.194,-1.1073333333333333,-1.0466666666666666,-1.2146666666666666,-0.886,-1.0726666666666667,-0.9126666666666666,-1.106,-1.0806666666666667,-1.144,-1.2519999999999998,-1.1273333333333333,-1.0853333333333335,-1.1013333333333333,-1.0639999999999998,-1.0426666666666666,-1.1173333333333333,-0.9706666666666666,-1.1153333333333333,-1.1853333333333331,-1.1039999999999999,-1.244,-1.1986666666666668,-0.95,-1.1626666666666667,-1.0833333333333333,-1.0066666666666666,-1.5046666666666666,-1.062,-1.1526666666666665,-1.0266666666666666,-1.0726666666666667,-1.418,-1.1086666666666667,-1.1266666666666667,-1.052,-1.1086666666666667,-1.0153333333333334,-0.978,-1.244,-1.1173333333333335,-1.036,-1.0859999999999999,-1.0973333333333335,-1.120666666666667,-1.1093197278911564
-26,-1.0826666666666667,-1.0873333333333335,-1.1426666666666665,-1.1426666666666667,-1.1473333333333333,-1.0793333333333335,-1.0466666666666666,-1.2053333333333331,-0.9139999999999999,-1.0313333333333334,-0.8846666666666666,-1.106,-1.108666666666667,-1.1146666666666667,-1.2719999999999998,-1.1073333333333333,-1.1186666666666667,-1.1013333333333333,-0.986,-1.0146666666666666,-1.1093333333333333,-0.9906666666666666,-1.1340000000000001,-1.1213333333333333,-1.1119999999999999,-1.216,-1.1720000000000002,-0.998,-1.0799999999999998,-1.0553333333333332,-1.0546666666666666,-1.4466666666666668,-1.062,-1.1526666666666665,-0.9426666666666667,-1.0646666666666667,-1.426,-1.108666666666667,-1.1173333333333333,-1.0799999999999998,-1.108666666666667,-1.0073333333333332,-0.978,-1.216,-1.1093333333333333,-1.0066666666666666,-1.1046666666666667,-1.0133333333333332,-1.0726666666666667,-1.097020408163265
-25,-1.1026666666666667,-1.0593333333333335,-1.1426666666666667,-1.1426666666666667,-1.0833333333333333,-1.0493333333333335,-1.0466666666666666,-1.1520000000000001,-0.9339999999999999,-1.0393333333333332,-0.9126666666666666,-1.114,-1.108666666666667,-1.0773333333333333,-1.2826666666666668,-1.07,-1.146666666666667,-1.1013333333333333,-0.9486666666666667,-1.0146666666666666,-1.1093333333333333,-1.024,-1.162,-1.0733333333333333,-1.1226666666666667,-1.1786666666666668,-1.094,-1.0353333333333332,-1.06,-1.0253333333333332,-1.0919999999999999,-1.390666666666667,-1.0539999999999998,-1.1606666666666667,-0.9226666666666666,-1.0926666666666667,-1.418,-1.1086666666666667,-1.1173333333333333,-1.088,-1.1086666666666667,-1.0073333333333332,-0.978,-1.1866666666666668,-1.1093333333333333,-0.9506666666666667,-1.1233333333333333,-0.9760000000000001,-1.0353333333333334,-1.08843537414966
-24,-1.0546666666666666,-1.0673333333333335,-1.1506666666666665,-1.1506666666666665,-1.0273333333333334,-1.0226666666666666,-1.0746666666666667,-1.1333333333333333,-0.9339999999999999,-1.0393333333333332,-0.9126666666666666,-1.0873333333333333,-1.0786666666666667,-1.0773333333333333,-1.264,-1.07,-1.1746666666666665,-1.1013333333333333,-0.9486666666666667,-1.0146666666666666,-1.1093333333333333,-1.052,-1.1700000000000002,-1.0733333333333335,-1.136,-1.1680000000000001,-1.0646666666666667,-1.0353333333333332,-1.06,-0.9986666666666667,-1.0919999999999999,-1.370666666666667,-1.0353333333333334,-1.1886666666666665,-0.9226666666666666,-1.1006666666666667,-1.446,-1.1086666666666667,-1.0893333333333333,-1.088,-1.1086666666666667,-1.0073333333333332,-0.978,-1.2146666666666666,-1.1093333333333333,-0.9133333333333334,-1.1813333333333333,-0.9760000000000001,-1.0353333333333334,-1.086068027210884
-23,-0.964,-1.038,-1.1786666666666668,-1.1786666666666668,-1.0086666666666668,-1.0506666666666666,-1.0853333333333333,-1.1039999999999999,-0.9339999999999999,-1.0393333333333332,-0.9406666666666667,-1.0313333333333332,-1.052,-1.048,-1.292,-1.0979999999999999,-1.204,-1.1013333333333333,-0.9766666666666667,-0.996,-1.0799999999999998,-1.014,-1.1406666666666667,-1.0733333333333335,-1.1280000000000001,-1.1386666666666667,-1.0926666666666667,-1.0633333333333332,-1.0979999999999999,-1.0266666666666666,-1.12,-1.3326666666666669,-0.9573333333333333,-1.1506666666666667,-0.9226666666666666,-1.1286666666666667,-1.418,-1.0793333333333333,-1.0893333333333333,-1.0586666666666666,-1.0793333333333335,-0.9499999999999998,-1.006,-1.2226666666666666,-1.0799999999999998,-0.9133333333333334,-1.1773333333333333,-1.004,-1.0633333333333332,-1.080204081632653
-22,-0.9173333333333333,-0.9806666666666667,-1.120666666666667,-1.120666666666667,-0.9806666666666667,-1.0306666666666666,-1.0373333333333334,-1.0426666666666666,-0.9139999999999999,-1.01,-0.9206666666666666,-0.9826666666666668,-0.9946666666666667,-1.048,-1.3,-1.1246666666666667,-1.204,-1.0733333333333335,-1.014,-0.912,-1.0226666666666666,-0.9659999999999999,-1.03,-1.1033333333333333,-1.1,-1.0813333333333335,-1.0726666666666667,-1.0053333333333334,-1.1179999999999999,-0.9686666666666668,-1.062,-1.286,-0.9573333333333333,-1.0666666666666667,-0.904,-1.0706666666666669,-1.3880000000000001,-1.026,-1.1466666666666667,-1.0053333333333334,-1.026,-0.9206666666666666,-1.0053333333333334,-1.1946666666666668,-1.0226666666666666,-0.9133333333333334,-1.1493333333333333,-0.9559999999999998,-1.0433333333333332,-1.0477687074829931
-21,-0.9473333333333332,-1.0086666666666666,-1.1006666666666667,-1.1006666666666667,-1.0086666666666668,-1.0013333333333334,-1.0753333333333333,-1.0226666666666666,-0.942,-0.9486666666666667,-0.9486666666666665,-0.9826666666666668,-0.942,-1.1093333333333333,-1.2533333333333332,-1.1726666666666667,-1.2340000000000002,-1.0846666666666667,-1.0753333333333333,-0.8919999999999999,-1.0506666666666666,-0.9359999999999999,-1.0413333333333334,-1.1033333333333333,-1.1380000000000001,-1.1093333333333333,-1.1006666666666665,-0.9853333333333333,-1.1186666666666667,-0.9486666666666667,-1.042,-1.2866666666666664,-1.0186666666666668,-1.078,-0.856,-1.0506666666666666,-1.3993333333333335,-1.0393333333333332,-1.1266666666666665,-1.0186666666666668,-1.0393333333333332,-0.9486666666666667,-1.0186666666666666,-1.2526666666666666,-1.0506666666666666,-0.9133333333333333,-1.1293333333333335,-0.9226666666666666,-1.0713333333333332,-1.0539863945578232
-20,-1.0313333333333332,-1.0166666666666666,-1.1086666666666667,-1.1386666666666665,-1.0166666666666666,-0.9386666666666666,-1.1219999999999999,-1.0133333333333332,-0.95,-0.9386666666666666,-0.9386666666666666,-1.0106666666666666,-0.9406666666666667,-1.1293333333333335,-1.2253333333333336,-1.1626666666666665,-1.2606666666666666,-1.0833333333333333,-1.0653333333333335,-0.912,-1.0586666666666666,-0.9473333333333332,-1.0306666666666666,-1.07,-1.1866666666666668,-1.1173333333333333,-1.1086666666666667,-1.0133333333333334,-1.1453333333333333,-0.9386666666666666,-1.032,-1.2493333333333332,-1.0466666666666666,-1.0779999999999998,-0.864,-1.0586666666666666,-1.4366666666666668,-1.0293333333333334,-1.1566666666666667,-1.0266666666666666,-1.0293333333333334,-0.9566666666666668,-1.0266666666666666,-1.3006666666666666,-1.0586666666666666,-0.9213333333333333,-1.0919999999999999,-0.9506666666666667,-1.0793333333333335,-1.0614965986394558
-19,-1.05,-1.0466666666666666,-1.1386666666666665,-1.1946666666666665,-1.0466666666666666,-0.9533333333333334,-1.1219999999999999,-1.0466666666666666,-0.9700000000000001,-0.9533333333333333,-0.9533333333333334,-1.044,-0.978,-1.1706666666666665,-1.2346666666666666,-1.1773333333333333,-1.2886666666666666,-1.0833333333333333,-1.0799999999999998,-0.9533333333333334,-1.0886666666666664,-0.994,-0.9693333333333333,-1.108,-1.2133333333333334,-1.1473333333333333,-1.1386666666666667,-1.0466666666666666,-1.1640000000000001,-0.9533333333333333,-1.0466666666666666,-1.22,-1.0799999999999998,-1.0313333333333334,-0.864,-1.0886666666666664,-1.4366666666666665,-1.044,-1.2033333333333331,-1.0266666666666666,-1.044,-0.9566666666666668,-1.0266666666666666,-1.3646666666666667,-1.088666666666667,-0.9213333333333333,-1.12,-0.9653333333333333,-1.0793333333333335,-1.0799319727891157
-18,-1.022,-1.0479999999999998,-1.1400000000000001,-1.196,-1.048,-0.9733333333333333,-1.074,-1.0666666666666667,-1.026,-0.9733333333333333,-0.9733333333333333,-1.064,-1.0113333333333334,-1.1333333333333333,-1.2346666666666666,-1.1400000000000001,-1.2873333333333332,-1.1126666666666667,-1.1,-0.9733333333333333,-1.1086666666666667,-0.974,-0.9973333333333334,-1.186,-1.24,-1.1673333333333331,-1.14,-1.0666666666666667,-1.136,-0.9733333333333333,-1.0666666666666667,-1.2306666666666668,-1.1,-1.0126666666666668,-0.884,-1.1086666666666667,-1.4406666666666665,-1.0639999999999998,-1.2406666666666666,-1.0466666666666666,-1.0639999999999998,-0.9766666666666667,-1.0466666666666666,-1.366,-1.108666666666667,-0.9493333333333333,-1.128,-0.9373333333333334,-1.0806666666666667,-1.0905850340136054
-17,-1.022,-1.0479999999999998,-1.1400000000000001,-1.1960000000000002,-1.0479999999999998,-0.9453333333333334,-1.0366666666666666,-1.0853333333333335,-1.1366666666666667,-0.9919999999999999,-0.9733333333333334,-1.0826666666666669,-1.0033333333333332,-1.1,-1.2706666666666668,-1.1066666666666667,-1.2513333333333334,-1.15,-1.1186666666666667,-0.9920000000000001,-1.1566666666666667,-0.994,-1.0533333333333335,-1.2393333333333334,-1.244,-1.1580000000000001,-1.1400000000000001,-1.0853333333333335,-1.156,-0.9453333333333334,-1.0853333333333335,-1.2086666666666666,-1.1,-1.014,-0.9106666666666666,-1.1566666666666667,-1.4033333333333333,-1.0826666666666667,-1.2673333333333332,-1.0653333333333335,-1.036,-1.0873333333333335,-1.0653333333333332,-1.288,-1.1566666666666665,-0.9573333333333333,-1.1280000000000001,-0.964,-1.1166666666666667,-1.1013061224489795
-16,-1.05,-1.0773333333333333,-1.1693333333333333,-1.2253333333333336,-1.0773333333333333,-0.9373333333333334,-1.0473333333333332,-1.104,-1.1553333333333333,-1.0106666666666666,-0.9733333333333334,-1.1013333333333333,-0.9753333333333333,-1.1,-1.2973333333333334,-1.1066666666666667,-1.1873333333333334,-1.1780000000000002,-1.1373333333333333,-1.0106666666666666,-1.1860000000000002,-1.0206666666666666,-1.1106666666666667,-1.226,-1.274,-1.154,-1.1693333333333333,-1.1039999999999999,-1.1666666666666667,-0.9373333333333332,-1.1039999999999999,-1.1593333333333333,-1.1,-1.0513333333333332,-0.9573333333333334,-1.1860000000000002,-1.3206666666666669,-1.1013333333333333,-1.2939999999999998,-1.084,-1.028,-1.106,-1.084,-1.252,-1.186,-0.9773333333333334,-1.136,-1.0106666666666666,-1.1460000000000001,-1.1133469387755102
-15,-1.1073333333333333,-1.0493333333333332,-1.1413333333333333,-1.1973333333333334,-1.0493333333333335,-0.9093333333333333,-1.0566666666666669,-1.076,-1.1273333333333333,-0.9826666666666667,-0.9453333333333334,-1.0733333333333335,-1.0233333333333332,-1.072,-1.2680000000000002,-1.0866666666666667,-1.154,-1.1873333333333336,-1.1093333333333333,-0.9906666666666666,-1.1580000000000001,-1.0393333333333332,-1.0906666666666667,-1.2459999999999998,-1.322,-1.1260000000000001,-1.1413333333333333,-1.076,-1.1199999999999999,-0.9093333333333332,-1.076,-1.1406666666666667,-1.0719999999999998,-1.0886666666666664,-0.9293333333333335,-1.1580000000000001,-1.2146666666666666,-1.0813333333333335,-1.2846666666666666,-1.064,-1.008,-1.078,-1.064,-1.2293333333333332,-1.1580000000000001,-0.9493333333333334,-1.156,-0.9826666666666666,-1.1179999999999999,-1.0956734693877552
-14,-1.1166666666666667,-1.0113333333333334,-1.1033333333333333,-1.159333333333333,-1.0113333333333334,-0.9013333333333333,-1.0646666666666667,-1.068,-1.1273333333333333,-0.9746666666666666,-0.9373333333333334,-1.0653333333333335,-1.0606666666666666,-1.064,-1.2106666666666668,-1.0786666666666667,-1.1260000000000001,-1.2366666666666668,-1.1013333333333333,-0.9826666666666667,-1.13,-1.0966666666666667,-1.1206666666666665,-1.3366666666666667,-1.314,-1.1179999999999999,-1.1033333333333333,-1.068,-1.15,-0.9013333333333333,-1.068,-1.1326666666666665,-1.0639999999999998,-1.15,-0.9213333333333333,-1.13,-1.1886666666666665,-1.1113333333333335,-1.2766666666666668,-1.056,-1.0,-1.04,-1.056,-1.22,-1.13,-0.9213333333333333,-1.108,-0.9826666666666667,-1.0800000000000003,-1.0893197278911564
-13,-1.166,-0.9633333333333334,-1.0193333333333334,-1.0753333333333333,-0.9633333333333333,-0.8733333333333333,-1.0646666666666667,-1.04,-1.1273333333333333,-0.9546666666666667,-0.9093333333333333,-1.0453333333333334,-1.0886666666666664,-1.036,-1.192,-1.032,-1.156,-1.3146666666666667,-1.0733333333333335,-0.9546666666666667,-1.0193333333333334,-1.1260000000000001,-1.1673333333333333,-1.3926666666666667,-1.3326666666666669,-1.07,-1.0193333333333332,-1.04,-1.1980000000000002,-0.8733333333333333,-1.04,-1.0859999999999999,-1.036,-1.15,-0.9013333333333333,-1.0193333333333334,-1.1753333333333333,-1.1313333333333335,-1.306,-1.028,-0.972,-0.9933333333333334,-1.028,-1.3306666666666667,-1.0193333333333334,-0.8640000000000001,-1.0746666666666667,-0.9546666666666666,-0.996,-1.069265306122449
-12,-1.1846666666666665,-0.9633333333333333,-0.9913333333333334,-1.0473333333333332,-0.9633333333333334,-0.8733333333333333,-1.0566666666666666,-1.032,-1.0893333333333333,-0.9746666666666667,-0.9093333333333333,-1.0373333333333334,-1.0606666666666666,-1.028,-1.172,-1.004,-1.192,-1.328,-1.0653333333333335,-0.9466666666666667,-0.9913333333333333,-1.1446666666666667,-1.1093333333333333,-1.3926666666666667,-1.3606666666666667,-1.0286666666666666,-0.9913333333333334,-1.032,-1.228,-0.8733333333333333,-1.032,-1.0873333333333333,-1.028,-1.142,-0.8933333333333333,-0.9913333333333333,-1.1753333333333333,-1.1233333333333335,-1.3633333333333333,-1.02,-0.9640000000000001,-1.0133333333333332,-1.02,-1.3506666666666667,-0.9913333333333333,-0.884,-1.0366666666666666,-0.9466666666666667,-0.9693333333333333,-1.0633333333333332
-11,-1.1846666666666665,-0.9913333333333333,-0.9993333333333332,-1.074,-0.9913333333333334,-0.9013333333333333,-1.0566666666666666,-1.012,-1.0693333333333332,-1.0013333333333334,-0.9093333333333332,-1.084,-1.0526666666666666,-1.028,-1.1720000000000002,-1.004,-1.1773333333333331,-1.2866666666666666,-1.0653333333333335,-0.9933333333333333,-0.9993333333333333,-1.1806666666666668,-1.0906666666666667,-1.374,-1.3526666666666667,-1.0366666666666666,-0.9993333333333333,-1.012,-1.284,-0.9013333333333333,-1.012,-1.1446666666666667,-1.028,-1.142,-0.9213333333333333,-1.018,-1.1753333333333333,-1.1513333333333333,-1.3726666666666665,-1.02,-0.9920000000000001,-1.0213333333333334,-1.02,-1.358666666666667,-0.9993333333333333,-0.856,-1.0473333333333332,-0.9746666666666666,-0.9973333333333334,-1.0721768707482993
-10,-1.1926666666666668,-0.9713333333333333,-0.9713333333333333,-1.094,-0.9713333333333334,-0.8733333333333333,-1.0566666666666666,-0.9546666666666667,-1.0493333333333335,-1.0213333333333334,-0.9293333333333333,-1.104,-1.0526666666666666,-1.008,-1.2253333333333332,-0.984,-1.1773333333333331,-1.2586666666666666,-1.0453333333333332,-1.0213333333333334,-0.9713333333333334,-1.1673333333333331,-1.0826666666666669,-1.3739999999999999,-1.342,-0.99,-0.9713333333333334,-0.9546666666666667,-1.3039999999999998,-0.8733333333333333,-0.9546666666666667,-1.1446666666666667,-1.008,-1.142,-0.8933333333333333,-1.0379999999999998,-1.1753333333333336,-1.1313333333333333,-1.422,-0.9920000000000001,-0.972,-0.9933333333333334,-0.9920000000000001,-1.3886666666666667,-0.9713333333333334,-0.856,-1.0846666666666667,-0.9546666666666666,-0.9773333333333334,-1.062938775510204
-9,-1.2206666666666666,-1.0013333333333334,-1.0013333333333334,-1.1239999999999999,-1.0013333333333334,-0.9113333333333333,-1.0086666666666666,-0.9846666666666667,-1.0793333333333335,-1.0133333333333332,-0.9666666666666667,-1.104,-1.0246666666666666,-1.038,-1.3033333333333335,-1.014,-1.1293333333333335,-1.2586666666666666,-1.0753333333333333,-1.0133333333333334,-1.0013333333333334,-1.1673333333333331,-1.0546666666666666,-1.3739999999999999,-1.3273333333333333,-1.0013333333333334,-1.0013333333333334,-0.9846666666666667,-1.304,-0.9113333333333332,-0.9846666666666667,-1.1166666666666667,-1.038,-1.1139999999999999,-0.9313333333333333,-1.068,-1.1473333333333333,-1.1233333333333335,-1.45,-1.0219999999999998,-1.002,-1.0233333333333332,-1.022,-1.4073333333333333,-1.0013333333333334,-0.856,-1.036,-0.9846666666666667,-1.0073333333333334,-1.0762448979591837
