,TSS_1::Pseudomonas_phage_phiKZ:1,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:3,TSS_4::Pseudomonas_phage_phiKZ:3,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:4,TSS_7::Pseudomonas_phage_phiKZ:4,TSS_8::Pseudomonas_phage_phiKZ:5,TSS_9::Pseudomonas_phage_phiKZ:5,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,mean
-24,0.15128850570931668,0.2507678387410397,0.12593985708854616,0.25453445111077855,0.17740629488641874,0.1847981881045336,0.25338759050738086,0.16083624139852862,0.17850232055001353,0.07753876092984872,0.2947354589654846,0.1973343123768563,0.2700651268764742,0.20631876233790442,0.2647817190956262,0.2781659921957792,0.16033796854517038,0.19282363498815647,0.33733103468090986,0.10915880910703582,0.3816897940764014,0.2317680345721672,0.18682523830335135,0.29339287247289886,0.28436551901148605,0.1747433221212366,0.14994176940771714,0.21422651426826098,0.3262622480537499,0.17988426683688669,0.18099019185609969,0.30406994285318645,0.3537892532988607,0.16958310092302692,0.1830935754726646,0.26403663387578546,0.12649133560477652,0.13854170242040048,0.09159454013322366,0.25943589216845225,0.16664727255350828,0.1889624599730651,0.24142010806353106,0.2525484080943313,0.21523538328661074
-23,0.15311094408758802,0.2535651116784301,0.12048016862489588,0.24490504433378685,0.18632338252842512,0.17780177445590112,0.2704697383833988,0.1697187053539034,0.1734105118742441,0.07909158812533819,0.272673951565655,0.20621053045839366,0.2605341995750412,0.20963415156229068,0.2630890898950637,0.29717036115224615,0.15857930861761874,0.19094704724929887,0.337578182346314,0.10839327550192238,0.3696912486760652,0.2188620758010075,0.17895404978060866,0.2851447631218454,0.28842367887156295,0.1753560978051387,0.13627076120047926,0.21163599653476597,0.3068233847535214,0.17589739090875112,0.1822774103377666,0.2976116150323213,0.3401155307224547,0.1675547125346505,0.1828417177250483,0.2771834454666301,0.12774657237156611,0.13647127638887938,0.10017977106836802,0.24852036394553195,0.165495255985281,0.2013023693180794,0.22873632022125662,0.2468646427762092,0.21326471633448965
-22,0.15311555528048565,0.25843505893553037,0.1153996452117018,0.23502235459513354,0.19732482813795074,0.17301053032472996,0.2867928140126267,0.1766789549961066,0.1668396061395629,0.08318285139914189,0.25102327729459245,0.21409781851020188,0.25021367500231295,0.21287870924904775,0.2632239393841381,0.3152701652001328,0.1575145141400476,0.18679627026728585,0.33795616539201156,0.1056870392058672,0.3645436303837781,0.20948259673976016,0.17193642905745304,0.2757670862319491,0.289470481516864,0.17674082855632095,0.12303063031008851,0.20772630029478,0.2874484994223468,0.1696410943261015,0.18336609058419923,0.2957042533703685,0.3277924103328039,0.164811690117401,0.18157509800592017,0.2886561338702167,0.12932821204077696,0.13362518163549392,0.1117677060265387,0.2367758524995826,0.16472517128583924,0.21320059648656026,0.21582017877432044,0.24007286405371236,0.21144256337731326
-21,0.15218175535735604,0.2635362810813716,0.11133705326570102,0.22244921835781867,0.20955769112209474,0.170923825607835,0.30021157494952233,0.18402029784085133,0.1582693399103425,0.09198442046150765,0.231914068408775,0.22304012522646427,0.2380656254792742,0.21608334670170576,0.2637105096890347,0.3323900044824218,0.15496344238729676,0.1810848040481522,0.33830770297956636,0.10225656218895278,0.36389786800234736,0.2027677048056264,0.16750338651122648,0.26604552150799726,0.28810909293609,0.18003798165529866,0.11200980222855084,0.2059105653490793,0.2693879761942685,0.16552980322018257,0.18341683376563536,0.29984240133723133,0.3193992307735173,0.1637226275213633,0.1788782213134226,0.29807198442643573,0.1313244129423036,0.13065460784729774,0.12273021507412948,0.2258714913691034,0.16424874160888991,0.2249613692216479,0.20281374978809086,0.23422187741458683,0.2101737526445538
-20,0.15352304661051713,0.2689372200520889,0.10750513955682192,0.2073046748468897,0.22214989968493337,0.17046983526427556,0.3077847167363084,0.1882379118312892,0.1477428193500388,0.1025572607110032,0.21656457590991188,0.23191570919358145,0.22310815714569693,0.21834324701247,0.2606839756093319,0.34688410842668993,0.15001102101925748,0.17292043577668553,0.33784394221341324,0.09972191484823016,0.3661066840697059,0.1995555905533926,0.16744665773258752,0.25957275562572296,0.28517539046513224,0.18276286127961144,0.10226321176091499,0.20495548098531322,0.25755559360946495,0.16213391580956302,0.1822391002296802,0.3070710488588342,0.31460129189946107,0.16530529590122722,0.17446848308177926,0.30327650701473574,0.1345756623114206,0.12868049434228707,0.1299644347319147,0.21650886475391046,0.1635164054000166,0.23767120117243817,0.19076548319331138,0.2273572185815159,0.20903952829916764
-19,0.15644406597598093,0.27346508857207696,0.10431809187528455,0.18796998253252933,0.23461373999136376,0.1705325664416661,0.3114754563285388,0.18808136745157408,0.13585279373963036,0.11424047914894031,0.20463894857341902,0.2389940851149439,0.20852484403189928,0.21944036382706775,0.2537390473290345,0.35674754128344716,0.1455934219066845,0.1610012394653379,0.3363561270374662,0.09740480493723801,0.3671281478776284,0.19924481130361832,0.17127212608040793,0.2564630617040295,0.2810691400087808,0.18532450426145003,0.09598208607580754,0.2025137161859055,0.25137079175644356,0.15950080921898727,0.17957578580426733,0.3129694452573766,0.31048063092633055,0.17114137346848088,0.16748775793480758,0.3032277108542702,0.13808566288505703,0.12627518954048927,0.1343468245726221,0.20861836670904205,0.16184668261880847,0.25003309556787207,0.178761400184715,0.21834015932773032,0.20751121217475121
-18,0.15854729260180925,0.2752424699849922,0.10204659596475707,0.17142772116407634,0.2437576048649089,0.16947223626394495,0.3126574769738358,0.18605801487484097,0.12363062519097771,0.12702083649129614,0.19501234029776376,0.24356243031792507,0.19395680847682864,0.21942422185152183,0.2443395013092331,0.3619696102924327,0.14026371439230936,0.14681612919269516,0.33278621133397246,0.09769645067824995,0.3676030617070681,0.2004417728742165,0.1774854192561937,0.2561500698205458,0.27860411930942736,0.1875984232390693,0.09337619310128231,0.1991546551651781,0.25016712095114946,0.1555744299199894,0.17564549544202931,0.3143696011514255,0.3038858061324589,0.17654899707766264,0.16012906765900878,0.3000941815791366,0.14331246821011862,0.1226431756979853,0.13571943748039259,0.20275222409410537,0.16099967699995762,0.26076283772593445,0.16744577501324648,0.20847139417736332,0.20555962946143902
-17,0.16080436693231895,0.27530041736304367,0.09986896951993648,0.15951561173693385,0.24895291547180212,0.16887090122874565,0.312067640363642,0.1841900326104042,0.11175875882651629,0.13871158412036827,0.1872241355209912,0.24501371113004264,0.18224998145028937,0.21880225886573657,0.2316766254568119,0.36294485004773314,0.1362088967248042,0.13382816211163498,0.32866096237562825,0.09993854649221165,0.36466517601694753,0.20320887859093412,0.18297606664571756,0.2555410231979859,0.2790152945171091,0.19089355877010528,0.09444030956409319,0.19516435770321827,0.2513291521172497,0.15147955787214532,0.1693884450174685,0.3122064184511699,0.2963029941525594,0.18183153751752484,0.1562953563752816,0.29562239763714626,0.14965600549529207,0.11815735088916379,0.1377624667747998,0.1962342560753893,0.16021575897083462,0.26914729152336464,0.1574643523856539,0.19856266072404077,0.20350340898488162
-16,0.16261328827798846,0.27605966605634225,0.09709217301512812,0.15118782118265944,0.2489357633005985,0.1677235163816291,0.31043677353794175,0.1818547870043096,0.10275752742272344,0.1478988478009741,0.1803836869219436,0.24398051720033137,0.1701396446621153,0.21832089997952217,0.21821983281901644,0.3595785362036803,0.13261076794973906,0.12572026806409928,0.3239759939977121,0.10453763806389553,0.3594186013197763,0.20596312733508668,0.19076237550190145,0.25380057688303087,0.2824914205989016,0.19500703522398677,0.0990329507679631,0.1911046133230365,0.255634427247705,0.1474909142028507,0.16158308667027357,0.3043243691151751,0.28785390990315873,0.18561384480427245,0.15500307460401366,0.2881220962759445,0.15760682296714862,0.11151078451335941,0.14173554512397618,0.19033172936665824,0.1594405922905034,0.275212682489972,0.14752570344711122,0.19149201724124548,0.20141114206953184
-15,0.16247355106783223,0.2765672126827162,0.09402711450558442,0.1466183378502773,0.24576322605668457,0.16711268046746455,0.30680335435576295,0.1782704993836133,0.09517871776769574,0.15817052759571115,0.1750914877219031,0.24267086327782694,0.16002345023589337,0.21689746095481338,0.20354354945579672,0.35575454066987094,0.12907360294883824,0.12134103997585281,0.31752793510208466,0.1110040245907646,0.3514530481102635,0.21004690205942533,0.19556057051300374,0.2500832905008984,0.2897124328145987,0.19905844082817142,0.1070613043803996,0.18938781531311638,0.2625736810204928,0.14586020889529797,0.15750012929518176,0.29107873383637267,0.2758341167125514,0.18929073071321048,0.15726668508132413,0.27827555024279815,0.1635124996303598,0.1040080719626882,0.1478278468533071,0.18604138201327663,0.15961679088730005,0.28041097819319205,0.13931606298602428,0.18911491972091146,0.19963194020979894
-14,0.1619578828084403,0.2786990953941599,0.08995238209215299,0.1446268263372607,0.237214192645523,0.1679036955182416,0.30158141984284303,0.17269122123253003,0.0879203711305673,0.17030568635759008,0.17175776528508346,0.2426016128743967,0.15214551834854403,0.2157183570235232,0.18750179387348065,0.3542701708092485,0.12463989945217988,0.1198508157891462,0.30906617775067835,0.11789967638152177,0.342762175758066,0.21421992380392502,0.19719634847934334,0.24371230247643494,0.2985510710938163,0.20081849271076946,0.11585321339295802,0.18826355303372427,0.2708068754439836,0.14977927910379923,0.15528787732067445,0.2758026066505588,0.26075483964193824,0.1907536505952088,0.161727479325013,0.268983206895579,0.1675200923000381,0.09908850051551754,0.1573244330048363,0.1839705857264929,0.16281014740268468,0.28693759506636896,0.13218257535628974,0.1904660384757738,0.19826994146638424
-13,0.16045044573834916,0.2828706689040868,0.08347358188167317,0.14548278529902986,0.22481253203279214,0.16902129057328583,0.2968368970707029,0.1672778258887091,0.08194249690751687,0.18210274444660948,0.17113266474352423,0.2451600465598846,0.14661194586899046,0.21493292550466941,0.17321270509814238,0.35480884332579465,0.12203427402242575,0.12089831760184575,0.2997374445513507,0.12429181844283144,0.33201403372697375,0.21817994293704576,0.1958814179330135,0.23452600159630782,0.3096555394376913,0.19719044298310529,0.12643883143150186,0.18803546113912198,0.27926629894318544,0.15986202619693027,0.15836365450061055,0.2603078979376352,0.24769494122634478,0.18977857638044365,0.16857399221075015,0.2618967510194622,0.17073166083933838,0.0939033726053753,0.17022301375285595,0.1846266223673032,0.17057709958600667,0.2952985510026281,0.12462533885642062,0.19316792494559204,0.19767981018222403
-12,0.15655870176718845,0.28876360338974927,0.07582500721870107,0.14893182661377818,0.21126935418888437,0.1681397093375226,0.29236185461001096,0.1624595354904323,0.07871634112332332,0.19333214074744862,0.17289264180393735,0.25020399803046073,0.14419059971981577,0.21424254996666625,0.1606644264107941,0.3569657737324158,0.12074882063320466,0.12393705405208663,0.2898299473088162,0.12994515468551399,0.3196917100797481,0.22253243133287856,0.19314096786497115,0.22465058846100408,0.3233953069810637,0.18971061454375154,0.13965410426927383,0.18719867038975063,0.29009722038180674,0.17152152184904285,0.1651473955830732,0.24529364064867734,0.23460142133547673,0.18518552064845475,0.17462028269760502,0.2569456166257103,0.17436607588153014,0.09048354443527105,0.18527707009692182,0.18765634678334012,0.1805087509514966,0.3057994376494818,0.11873423822697271,0.1968940374095111,0.1977973989990355
-11,0.1531458456182506,0.2953850821160886,0.06644048197450439,0.15286702422469708,0.19955943238047186,0.1662452221661066,0.2892409103819154,0.16109476628886407,0.07827902027393038,0.20129320429426092,0.17576929545632686,0.2549815128531444,0.1435216463701538,0.21349589181500295,0.15074153574778115,0.3582427240410535,0.12104696315685412,0.129773844582011,0.2803472260773166,0.13428546632963806,0.30703931429375725,0.22559590908602384,0.19043460125224326,0.21332942268790514,0.3360793508819686,0.18139598227836637,0.15336347641396547,0.18665889135685682,0.301872884433378,0.18116004921235435,0.17460198687604706,0.2303361701659338,0.22033068617364954,0.1789332937692646,0.17952161939638603,0.2533044525015552,0.1777019719349932,0.09080860907868042,0.20133895538499225,0.19225255246709197,0.19213353949252934,0.31278994418006817,0.11469989546926691,0.20110251886755534,0.19823961758643646
-10,0.14921722668691242,0.30043818657197113,0.058432894361417374,0.1577173165817454,0.19328454069670428,0.16561926195198362,0.2867751377147759,0.16240866181719066,0.08224619538003423,0.2062132156049775,0.18023270478561465,0.25902024916926053,0.14529059337697298,0.21273503278795877,0.14375019514093332,0.35786841588786633,0.12049517122707953,0.1368373109000714,0.27281488930906655,0.13677716969199763,0.29613528665642364,0.2277031372858181,0.18719575787725878,0.20198887825076076,0.3460882214805624,0.17273453864211966,0.16876057061581262,0.18426587280578954,0.3149614986308182,0.19076315671846325,0.18588055856760397,0.2174806498745303,0.206261243337564,0.17144944631044848,0.18357774747212158,0.2506931349705027,0.18077345643513232,0.09264394279974053,0.21826987183901192,0.19772715503774468,0.20326153076510142,0.31570882174995935,0.11149959675533001,0.20615781623639803,0.19909446047180798
-9,0.14486993359257141,0.30514265687287706,0.05217263517932804,0.16378816985744035,0.19279144372286725,0.1680530327902637,0.2855856607457767,0.16325459535262726,0.08832917012095172,0.20924119370772357,0.18629045360068897,0.2593845307318927,0.1479509385142305,0.21112026299149447,0.13830357984236136,0.3539834974293642,0.11979320222870382,0.14321133830552657,0.26712738611796116,0.13888770107544707,0.2882082783442586,0.2296151407332953,0.18484854537875012,0.19141384866183303,0.3530984889299927,0.16384019488233265,0.18327234266462267,0.18126404185149744,0.3299615793517538,0.20168192892014908,0.19680658052669814,0.20712915289840672,0.19455844359305524,0.16093436629401145,0.1867781967412806,0.24828912671778056,0.18230858621624368,0.09493677712086246,0.23271084559685046,0.20606396568773455,0.21316422247372588,0.31383839284382503,0.10996114756706539,0.2096058814254596,0.20008116950458144
-8,0.14314453496466942,0.307887359610544,0.046749106780306034,0.16940967325299222,0.1976755234177146,0.17326807923501414,0.28508174117831386,0.1618169259097112,0.09785636728474775,0.21074052538022406,0.1921784672183122,0.25631975729500656,0.14994086922168642,0.20911644074169816,0.13518725072871948,0.3450606530689504,0.1211631120687873,0.14878351281650376,0.26424406604909234,0.1413407214778539,0.281240406593891,0.23245914334348844,0.18580357478063517,0.18163029699840935,0.3593375106789999,0.15522545480132985,0.1978797234746266,0.17861965934645146,0.34695709800761754,0.2141684096826694,0.20754877385254292,0.20064466203352233,0.18489668658435623,0.15330462898183214,0.18879924569326778,0.24550429066513413,0.18117962144680788,0.09434359329822858,0.24466695464249932,0.2157006635186788,0.2208512398513144,0.30925456083270647,0.10964968528488997,0.21162163490172592,0.20132391379537437
-7,0.14293455920300896,0.3071307517997647,0.04217678084324271,0.1747981985174378,0.20830819059038602,0.18031658686274252,0.2857590920889997,0.15735032777477925,0.1093698734717183,0.21204644102713427,0.19941323320863197,0.24990980973734284,0.14942554513818548,0.20793838831930106,0.13441688180378059,0.33201001908892536,0.12599775919147913,0.15475199085599525,0.2624518248807848,0.14346192912587355,0.2778889313851422,0.2356522911341281,0.18948724759345942,0.17389869408696937,0.36388334328271876,0.14753478480026688,0.2122407848329649,0.17583926546213444,0.36626005012303003,0.22626752543379336,0.21902411606105116,0.1966521294935259,0.17754491017619856,0.1473253198395581,0.18886809188516354,0.24073851493047022,0.1787789365929927,0.09171973081417059,0.2527699548005026,0.2248193555323196,0.22613490199772412,0.30371234079486514,0.10991881955786179,0.21211271606447232,0.20270547591375002
-6,0.14194265851530075,0.30320201445230827,0.040730547729776606,0.17997074069273317,0.21720073368352294,0.18539630702069673,0.28734772209238396,0.14993731208763422,0.12146034122511976,0.21214342918204995,0.20981944847228115,0.2382620930598967,0.14965640271231231,0.2069456606686062,0.13642261406957384,0.3153285811662517,0.1366299383471302,0.1593019649030861,0.26156014500920977,0.14479198220681733,0.27779655252558416,0.23880473296667626,0.194099774499173,0.1658214596766605,0.36723594015839606,0.14085669470731532,0.22495013538604874,0.17301133317638517,0.38778776108199847,0.23858945631955625,0.23180473474650984,0.19695491448074615,0.17296383214506983,0.14337766771023774,0.18670728923904892,0.23196536117210273,0.17313566533187813,0.08953809962394574,0.25757090271553584,0.2326249191216155,0.22816847434031345,0.2973417011065606,0.11078231800785639,0.21228244508827063,0.20391415460509493
-5,0.14159577066019002,0.2967701719290694,0.04131994784425311,0.1810513583598457,0.22430633439639386,0.1880742728454917,0.28660352863241845,0.14264378580398038,0.13249061439450696,0.21282862133336647,0.22199897427375861,0.22230554691784424,0.1462982900830729,0.20677578632573188,0.14119949023197412,0.2941532862955031,0.14935229562946445,0.1636408261557568,0.26271785951351223,0.1447674348012818,0.28046175007979884,0.24045008162592926,0.20298203331171177,0.15790231282640044,0.3694596219450069,0.13707822988056728,0.23703403404896695,0.17034570824878126,0.4093015511144481,0.2513999601995445,0.24131238321047754,0.19547026495296904,0.17046029332018722,0.14033179257567766,0.18284612075616807,0.21990395622336295,0.16507709761758843,0.08911587398525858,0.25554646500982997,0.24051613059918187,0.22634428315901914,0.28832706250224105,0.1124729770899832,0.21073261023082127,0.2044492452486667
-4,0.14292209959089214,0.28874137139787276,0.044363793877252214,0.18060213821971532,0.22670182146335233,0.18993514833374672,0.2854656109033974,0.13395838802824314,0.1414013286965459,0.21641696599835147,0.23373653229899874,0.20429580675494025,0.14017990518655693,0.2067789152061339,0.1506496621999147,0.2702970277027775,0.16336930988998127,0.16802626636792592,0.26416941079209555,0.14702262947563224,0.28425840252422196,0.24264293955459557,0.21720596181184293,0.15195231023995248,0.3704177956235543,0.1325308858874899,0.24649575551603972,0.17106103209604265,0.4289937371359036,0.26263898127024937,0.2475400567099093,0.19043228498187068,0.16842781790210956,0.13906631862610466,0.1796244751127845,0.20627372143410017,0.15471476834844033,0.09205287215723981,0.25053548562028805,0.2490279022410356,0.22308835902935864,0.2770315148169996,0.11630099311409463,0.21151745946200212,0.2048378628091035
-3,0.1452473737491964,0.28025406979860795,0.04950998049727194,0.1794927473899674,0.22545096836012468,0.19079012521624591,0.2828696659963992,0.12658079815151477,0.14899915872012226,0.22000934564143107,0.24315651721620218,0.18743676703533588,0.13726314792834982,0.20507526988373126,0.16171044324987677,0.2459106233257286,0.17704648984208515,0.17088781698541095,0.2645518293969163,0.1514434961122548,0.2881212945840713,0.24263303871222036,0.2343930192327286,0.14903296441829023,0.37197855763402854,0.12640878268078343,0.2543964042396139,0.17610415437577703,0.44742120208907277,0.27287705852122357,0.2487246988168593,0.18386841996555617,0.16803260518913662,0.1404945687227352,0.17670800682449067,0.19213454253477621,0.14258944442892946,0.098084141024496,0.24180929644748858,0.25867858643859093,0.21877049255257605,0.2633964632427753,0.1206262642595028,0.21623856582961998,0.20516384561959355
-2,0.14997178565677866,0.27266156401803177,0.055699080923631406,0.1785284707239943,0.22127180944373698,0.18972649934916186,0.2786156857468747,0.12077450974640111,0.1559893588336967,0.2233561899185681,0.2478970849963847,0.1731531575703595,0.13809779382644655,0.20439387597995112,0.17304655675161953,0.22424748732362568,0.19034240532093252,0.1712873607553337,0.2651439519383018,0.15744130895425104,0.28685327323915205,0.24134009854458785,0.2525189180329337,0.1489055888265292,0.3739099716369993,0.12098867370604756,0.26131596607592494,0.18412028499102048,0.46404774683158523,0.28232043195300305,0.2474452910554589,0.17670972801195545,0.1664403126009792,0.1436060536035123,0.1760409392988021,0.18021661713493195,0.13239468743401578,0.1082653442812409,0.2304974074748542,0.26840293097303286,0.21279211666307124,0.24816293364558434,0.12438475153179818,0.22361953301955478,0.2056123985987422
-1,0.15549125614179618,0.26593477712620783,0.06115597883241995,0.1799898937138874,0.21631347583597793,0.18673719968481386,0.27305618646770113,0.11547560556331551,0.1629094367598511,0.22517772926991544,0.24896319232602487,0.16125358086226985,0.14308472991437005,0.20491975765403064,0.18209993021943552,0.20736542541796227,0.2010980249679403,0.17021261717095923,0.2657612866942908,0.16462131343819753,0.2826383117422314,0.23568229091542808,0.27012025475689244,0.15025370619866613,0.3778821846166467,0.11680813004996571,0.2676760850445288,0.19269026624880747,0.4767958564800462,0.28887734057331765,0.2453232315135739,0.16854325520011249,0.1626531140942757,0.14463521926366837,0.1773807985177694,0.17223923679690714,0.12396029066445287,0.12290034796142371,0.21922379311869894,0.27697169051416765,0.20621016876093856,0.2310272077140874,0.12898887822204724,0.23059434043780516,0.2059476681242688
0,0.15961397509922276,0.2595168504557779,0.06637097075949683,0.18339466246259256,0.2141300875231893,0.18304970430489323,0.2702037724793965,0.11170119068343246,0.1697683413406456,0.22597191744246356,0.2474677352175183,0.15239198825682845,0.1531754659908898,0.20558242832327292,0.191456413331075,0.19536116288695876,0.21050596617600922,0.16911004621665554,0.26783291974699175,0.171658856344597,0.27708981986920433,0.2288126500763228,0.28524472767338527,0.1512281986690221,0.38312566012252164,0.11422290700283019,0.27377203583142184,0.19960051189180159,0.48228155779143167,0.29277129428095017,0.24511104856939397,0.16074774953115553,0.15716171177291055,0.1418334459018614,0.1798082230504113,0.17072161817573026,0.11670681433246025,0.14079849677648296,0.2107946474810085,0.28400895061453413,0.19939213651539256,0.2133002176518714,0.1318949679754099,0.23911610715934706,0.20654113531269927
1,0.16299750914843875,0.252873969192232,0.07089171299307359,0.18894991209589715,0.2147712985973281,0.18008195498158897,0.2696169741930571,0.11166177679424656,0.17722205808852953,0.22579495275186273,0.2416076267672508,0.14571230233375004,0.1668694368937219,0.20561713147140695,0.2000219162011537,0.18929672829009597,0.215153533287277,0.16985118869815835,0.2693212735585119,0.1801533481283269,0.2697833743456693,0.2240948350032385,0.2989153503594557,0.1501294546464694,0.3882677115610778,0.1122804905482501,0.2785253698015368,0.20496688122160026,0.48095173649909817,0.2956695693396406,0.24752574791222165,0.15367034718124173,0.15149657349371043,0.13499774383114194,0.1821448187418513,0.17381466697399806,0.11101680420421087,0.16324228073879135,0.20531220034554706,0.28950199818328287,0.19371500274923495,0.19773041653058293,0.13418715241838117,0.2476723686049976,0.20745635226593492
2,0.16575046095703763,0.24758523540265026,0.07609535772440115,0.19155950274658243,0.21821921367999825,0.17866247347784794,0.27264531319780944,0.11193287419536879,0.18251574929462272,0.22357576859322337,0.2326904891000444,0.1430685443329149,0.18231447783515622,0.20330326673839405,0.20678749752851192,0.1881282447104017,0.21762271032207697,0.17247252799865606,0.2709967033518199,0.18828046056616315,0.25883916632635673,0.22273053432200865,0.30889258325384816,0.147860264978244,0.3918488028684322,0.1118262891703566,0.2815194436053368,0.20695921545258314,0.47176657547130335,0.29861655859580316,0.2520644008068592,0.14976217045852286,0.1478982151430039,0.12427262323742372,0.1829280312133489,0.18030395472070398,0.10749044569655394,0.18790988232513267,0.20162682801340628,0.2937126629550182,0.18863346098319228,0.18615364876525328,0.13720796278757336,0.2555874501816288,0.20842313734285406
3,0.16752118032358324,0.24459050088009238,0.08072784807476674,0.19033378125628894,0.22341183868195702,0.17852749164649784,0.2758997247036531,0.11058492447908161,0.1858686326405851,0.2219392504785088,0.22420488445253142,0.1445759242194329,0.19668998315674752,0.1991094047463593,0.21365416349790908,0.19133687034831487,0.21757937455361512,0.1746228376756555,0.2724130845512802,0.19318603342260057,0.24618406401969334,0.22243575717095418,0.3149839774558423,0.14504668020011602,0.3931476435218201,0.1110579214314689,0.28244180691222465,0.20566374195158055,0.4570047969617842,0.3003076742274534,0.25726496374927843,0.14708431331414404,0.14679733896817607,0.1148635963024078,0.17986789001587458,0.18772845030680388,0.10561216398787812,0.21179651181320067,0.19787626651114412,0.29850771741475446,0.184122905047933,0.17950609038933477,0.13954062786225907,0.26329046330207667,0.20906616128699237
4,0.16957137415220555,0.2418836513288686,0.08611730652797694,0.18641195375405,0.2296514656637824,0.18077575940768723,0.27962739101068684,0.1090540360699201,0.18629568280611677,0.22057990446654707,0.21941397786599012,0.14922343860596787,0.21135479010221503,0.1942863718248742,0.2201406335469429,0.19959362791337282,0.21562423603045752,0.17518861356251636,0.2725513047873691,0.19448428098452988,0.23107656514089286,0.22271975158310414,0.3153310795850715,0.13994838630153852,0.39303702187399364,0.11182062612288868,0.2827913456958522,0.20087673805177517,0.43868081013888044,0.30251351019161576,0.2634087623162745,0.14611818855644576,0.14890358969695577,0.10736227277981406,0.17455441122663667,0.19747404966840224,0.10392054177104781,0.23437866703737636,0.19312537431992707,0.3035569969919595,0.17922771204914775,0.17676618333813457,0.14211680128132906,0.26776849180237533,0.20952971995303446
5,0.17239573346708442,0.24030988725325977,0.09203990750534133,0.18245664317106022,0.2384199180405775,0.18421487954546606,0.28185422773271124,0.10639352691993416,0.1855799480334535,0.21771271520480262,0.2161845149710459,0.1539689501747447,0.2235204524927074,0.18894723480190373,0.22812769042297182,0.20794614698843916,0.21130096346316968,0.1740843907145168,0.2722975680566302,0.19266853017385316,0.21402622462902204,0.22350652803015647,0.3123125211176466,0.13273244212085533,0.39273210618671683,0.11255302765506377,0.2820976952812476,0.19130379197529948,0.41714278632490265,0.3059475674370763,0.26584913249133774,0.14715079430194394,0.15399626721297024,0.1024176208585676,0.1671783212839451,0.20848633589183052,0.1048829781239549,0.25532238866055745,0.18668143937574827,0.30872305952046925,0.17429154780873427,0.1753383384654103,0.14470479430229694,0.26818808740859496,0.20949976421813687
6,0.17504765411899179,0.23781894518650123,0.09806101900033885,0.18177302037636903,0.25082889837705175,0.18786462126362977,0.28186923753924675,0.10458514508191064,0.18463080638281332,0.21225587417142563,0.21346185777345544,0.15582215897499635,0.23219328315646073,0.180990276455845,0.23842235352902005,0.21122315671217953,0.20695313732616422,0.17328994207884102,0.2723648396128859,0.18849876754144174,0.19448945643829074,0.22381592349677906,0.30646200059581297,0.12564571412862602,0.3912454268032154,0.11535995329035922,0.2814670330831496,0.1787018729948578,0.39295379497403554,0.3070377274002255,0.2649880448208909,0.1497514103821229,0.16014981515804733,0.1011515209230972,0.1589503014192265,0.21770990884207325,0.10813350869238555,0.27312999016679035,0.1791167773788974,0.31264655921952406,0.16772889342361758,0.1734980094394485,0.1472398912846243,0.26568553022325314,0.20875031952815729
