,TSS_POS_1::NC_022970.1:30-130(+),TSS_POS_2::NC_022970.1:133-233(+),TSS_POS_3::NC_022970.1:230-330(+),TSS_POS_4::NC_022970.1:6097-6197(+),TSS_POS_5::NC_022970.1:9533-9633(+),TSS_POS_6::NC_022970.1:12908-13008(+),TSS_POS_7::NC_022970.1:12973-13073(+),TSS_POS_8::NC_022970.1:17916-18016(+),TSS_POS_9::NC_022970.1:18076-18176(+),TSS_POS_10::NC_022970.1:18460-18560(+),TSS_POS_11::NC_022970.1:18668-18768(+),TSS_POS_12::NC_022970.1:23052-23152(+),TSS_POS_13::NC_022970.1:24853-24953(+),TSS_POS_14::NC_022970.1:25327-25427(+),TSS_POS_15::NC_022970.1:25919-26019(+),TSS_POS_16::NC_022970.1:26611-26711(+),TSS_POS_17::NC_022970.1:26907-27007(+),TSS_POS_18::NC_022970.1:29685-29785(+),TSS_POS_19::NC_022970.1:29946-30046(+),TSS_POS_20::NC_022970.1:30788-30888(+),TSS_POS_21::NC_022970.1:31243-31343(+),TSS_POS_22::NC_022970.1:31271-31371(+),TSS_POS_23::NC_022970.1:36240-36340(+),TSS_POS_24::NC_022970.1:41126-41226(+),TSS_POS_25::NC_022970.1:41959-42059(+),TSS_POS_26::NC_022970.1:44447-44547(+),TSS_POS_27::NC_022970.1:46590-46690(+),TSS_POS_28::NC_022970.1:46901-47001(+),TSS_POS_29::NC_022970.1:47208-47308(+),TSS_POS_30::NC_022970.1:47869-47969(+),TSS_POS_31::NC_022970.1:48369-48469(+),TSS_POS_32::NC_022970.1:50979-51079(+),TSS_POS_33::NC_022970.1:51701-51801(+),TSS_POS_34::NC_022970.1:51834-51934(+),TSS_POS_35::NC_022970.1:51874-51974(+),TSS_POS_36::NC_022970.1:52594-52694(+),TSS_POS_37::NC_022970.1:52916-53016(+),TSS_POS_38::NC_022970.1:54291-54391(+),TSS_POS_39::NC_022970.1:54406-54506(+),TSS_POS_40::NC_022970.1:55189-55289(+),TSS_POS_41::NC_022970.1:55363-55463(+),TSS_POS_42::NC_022970.1:55582-55682(+),TSS_POS_43::NC_022970.1:56266-56366(+),TSS_POS_44::NC_022970.1:57008-57108(+),TSS_POS_45::NC_022970.1:57338-57438(+),TSS_POS_46::NC_022970.1:57950-58050(+),TSS_POS_47::NC_022970.1:58923-59023(+),TSS_POS_48::NC_022970.1:59299-59399(+),TSS_POS_49::NC_022970.1:59880-59980(+),TSS_POS_50::NC_022970.1:60466-60566(+),TSS_POS_51::NC_022970.1:63642-63742(+),TSS_POS_52::NC_022970.1:63785-63885(+),TSS_POS_53::NC_022970.1:64047-64147(+),TSS_POS_54::NC_022970.1:65102-65202(+),TSS_POS_55::NC_022970.1:66352-66452(+),TSS_POS_56::NC_022970.1:70707-70807(+),TSS_POS_57::NC_022970.1:71468-71568(+),TSS_POS_58::NC_022970.1:72334-72434(+),TSS_POS_59::NC_022970.1:84251-84351(+),TSS_POS_60::NC_022970.1:84563-84663(+),TSS_POS_61::NC_022970.1:84982-85082(+),TSS_POS_62::NC_022970.1:85425-85525(+),TSS_POS_63::NC_022970.1:85903-86003(+),TSS_NEG_1::NC_022970.1:739-839(-),TSS_NEG_2::NC_022970.1:2868-2968(-),TSS_NEG_3::NC_022970.1:5440-5540(-),TSS_NEG_4::NC_022970.1:5784-5884(-),TSS_NEG_5::NC_022970.1:76151-76251(-),TSS_NEG_6::NC_022970.1:78070-78170(-),TSS_NEG_7::NC_022970.1:78911-79011(-),TSS_NEG_8::NC_022970.1:79467-79567(-),TSS_NEG_9::NC_022970.1:80400-80500(-),TSS_NEG_10::NC_022970.1:82074-82174(-),TSS_NEG_11::NC_022970.1:83149-83249(-)
-29,0.06221927363456743,0.17912706746532797,0.11376400963437987,0.2591975798976677,0.03144824298236542,0.06313734442760559,0.10241311916582962,0.1945868289275205,0.09802270907711508,0.1824535306020231,0.10444355828898533,0.2520727792384771,0.037257504474493594,0.10000012500518207,0.07874143626994776,0.1522732830542291,0.05100493435272204,0.10646952662063533,0.11545168466449222,0.1597019241988401,0.12183368741326847,0.24315268195888334,0.09161688668072214,0.06258312101951675,0.1828790476441206,0.06389003279873903,0.13522564500543668,0.13565025519307,0.08290323467750732,0.07930633822352405,0.1206534886440854,0.10337299812026816,0.2022800401157475,0.1880959949389944,0.1787057396850546,0.10256484923453435,0.17720269852663612,0.1694783843886812,0.15255746147355054,0.13553665375125654,0.16488113694791945,0.10874510142127383,0.21245914718759815,0.09123908716709964,0.09845905458885887,0.14629246302948257,0.16391941759369313,0.07190738253495446,0.25222987685784204,0.17775425010888052,0.1354388889021541,0.14316525730258814,0.13279774117866455,0.03040387848298636,0.06656140943099557,0.10698972242072324,0.09261041228738592,0.03441878678392654,0.14171770260762612,0.09468500763327006,0.20868306500224607,0.12167797737247273,0.10542849694201469,0.09597350108857346,0.23292928493618392,0.09566932911679617,0.167954559831223,0.08596442244181955,0.1816476520852063,0.10628744278831895,0.05535141800971889,0.03986844743608898,0.0751554115500049,0.06818446221713709
-28,0.058675953924333536,0.15976284191538948,0.13930728561178668,0.23979333950552123,0.03266913233804776,0.05185507788382623,0.09969330239886096,0.203193230712017,0.09351822198023832,0.19025915395033677,0.11261685537330841,0.26100911072642485,0.03899478927103002,0.10963990803715729,0.08727355839782468,0.1402279829574795,0.05217955064452441,0.10571561798421647,0.12110148438273757,0.15463753842390274,0.1320017046489728,0.2103510706522458,0.09935283552655297,0.05360522855898594,0.18236095259767007,0.05844985233416504,0.1341417037258298,0.1206213605872356,0.08061484784763037,0.08175884189403212,0.13405636257012646,0.09777978573932046,0.2059770429033207,0.19659715006256154,0.18278495111455392,0.09876566406251823,0.14601100226393077,0.1602215884640531,0.16093921079300597,0.15387712413119176,0.1550415100568398,0.10727025521574603,0.20168440259093545,0.09768998406884297,0.08172407537321691,0.13558734053183416,0.15113537400974592,0.07335915002577478,0.2468428592733029,0.16984791470806856,0.136562301091298,0.1535332374307276,0.133285516409758,0.027746842153654444,0.07279339755763056,0.10492475231916143,0.09159561827828373,0.04297813563557051,0.13742344893984754,0.10995947960679531,0.22618738385666565,0.12312344304790138,0.10138036317387089,0.10538870484587651,0.23437121075344258,0.08830667533644376,0.17153620906062939,0.0926053082153705,0.18535259513088964,0.0997014599796236,0.06237550379990344,0.04461733662717622,0.06855310724444197,0.061509669058754456
-27,0.05632139743157074,0.14156536987692522,0.16720422224752332,0.22046743155807608,0.03415625548204545,0.04317352018357522,0.10045527126482905,0.20936930011382243,0.0877756617264062,0.19611858805713772,0.1169527206856062,0.2657834282953472,0.042353865102579324,0.11753482126931625,0.0987622078880477,0.12798015231166718,0.053946350302542426,0.103997587786794,0.12576154375799922,0.14658281071075263,0.14654050785425182,0.1764333951452417,0.11168791935701532,0.04579449479794882,0.18485167052548188,0.056599772372401234,0.13497697342381598,0.1071445941955151,0.07891750778933596,0.0851032478192367,0.1450884403146379,0.09624608497935105,0.2133833067668859,0.20822987172781318,0.18051550589046333,0.09556561109057535,0.11799398335690552,0.1554592511308573,0.16952726812993302,0.17823620538812907,0.14814760701343954,0.10898498058302727,0.1883171466895725,0.10628922378311767,0.06935345983385613,0.1306483928626852,0.14380742689271947,0.07731798339549605,0.23851714846971922,0.16601469030660984,0.13855903661559518,0.16218258968807645,0.12993320180662754,0.027508982631163782,0.0812436604959897,0.10880138346286009,0.09216295013350007,0.05628596642810622,0.13194894708345978,0.12504958817073236,0.24032188923277623,0.12437565170197426,0.09828020734768002,0.11966108957655575,0.23721263855907634,0.08148756322714297,0.17884963773571808,0.09608869715979215,0.18577526520867665,0.09280134945884085,0.0719582975171586,0.05117078870983771,0.06515076246812063,0.0568167376325832
-26,0.05565613171292647,0.1235762689339412,0.19422228367661876,0.20158048617366128,0.03562185164059739,0.03673395952351309,0.10483431745890144,0.21111164187109233,0.08260926778351553,0.20123127626186546,0.11603384319896995,0.2656974171420869,0.046123579491419694,0.12304509481287865,0.10995571864991413,0.11769690067151728,0.05627832865827968,0.1009437127127129,0.12943043573206478,0.13754556281357044,0.16618495475650624,0.14475532928597418,0.1261849105585624,0.03884458366475198,0.18840760205976953,0.05858327475615542,0.13792397161457998,0.09677173781921974,0.07863059940857565,0.09028672121489158,0.15216912580157715,0.09889211845738033,0.22093969382566284,0.22158395545617257,0.17255568113206862,0.0930968405385732,0.09611942459246092,0.15524927644134523,0.1773771234715304,0.20772593551915458,0.14457572299869031,0.11335323543921647,0.1749815321810085,0.1163637813903853,0.0614357833548683,0.13161238166129224,0.14307218281821638,0.08123880599839586,0.2278131347818657,0.16596045965112166,0.14110233137321807,0.16735648435455763,0.12184931429903427,0.029867811481686594,0.0915285163852187,0.1180598456773027,0.09581956995328783,0.07248311731879899,0.12519660451150005,0.1374931217717797,0.25141542853468185,0.12572063902492586,0.09552889772761979,0.13864530468766706,0.2419567713843282,0.07542721538013084,0.1879058847765705,0.09656772704807673,0.18243020186374953,0.08689047115565565,0.08438887532339276,0.059270572722042836,0.06459352453827809,0.05377581173001019
-25,0.05482476403815698,0.10601602409440136,0.2174564450202478,0.18574054087011443,0.03678124496191058,0.03327294963568912,0.11402006208010382,0.20910577255354879,0.0772325317607773,0.20564803526348663,0.11292410715129506,0.26035337152103444,0.04910778024570086,0.126326858798217,0.11829712434099685,0.10998089441622541,0.05855237456438208,0.09752091939972175,0.1323260594811893,0.1301339573530088,0.19032436735489294,0.11892316808415578,0.1388307742433899,0.03432634696906296,0.1907458308552635,0.06351259216345122,0.1419305726616501,0.09069729348774537,0.07890452330629075,0.0981872482313151,0.15634096462572616,0.10287861330145813,0.22831374184394707,0.23404361252314257,0.16033940050974158,0.09203768856719287,0.0811505734504553,0.15757750096882778,0.18205475516654987,0.23599350379056996,0.1442245561833063,0.11962007356740782,0.16097012859561596,0.12837000567591694,0.05775822229481294,0.13860499093600498,0.1470144230011631,0.08442611980596255,0.21618373093725646,0.169999686876633,0.14306537355269153,0.16918988494368106,0.11114696360185694,0.033893928813005514,0.103739329995811,0.13288149114789335,0.10217561106526665,0.09082392534549505,0.11610890750390748,0.14677515410949543,0.26159810494607993,0.1259149341542746,0.09197121614393264,0.1597398178218738,0.24699535828328992,0.06984795286231076,0.19835399646379676,0.093856778256627,0.17494359554696745,0.08281790803829804,0.099356955042033,0.0691567020639523,0.06637668272851337,0.05209047094836154
-24,0.05267353085035033,0.09043277626043307,0.2354055998043724,0.17348521680844378,0.037548951675049055,0.03351488988067715,0.12556284574055604,0.2034897927732488,0.07176794444243376,0.20921891783186805,0.10981995258229442,0.2506682834455894,0.051111658174111355,0.1279152153961834,0.1239168634203927,0.10471436720066116,0.060560630584007645,0.09294155699585256,0.13471564126971852,0.12542084730361489,0.21684446077432956,0.09915557419380294,0.1500286356869484,0.035879657925677225,0.19194531571757276,0.0698505135115886,0.1450017991287332,0.09031347654825828,0.07736543592863683,0.10680824875100374,0.15786876280404033,0.10686263014484601,0.2349780336415499,0.24225681028223497,0.14599015065925522,0.09100626536077241,0.07199202224925612,0.1619301861162667,0.18218766841460304,0.25943207826624315,0.1481029432284098,0.12777431254155608,0.14527779215088563,0.14164436475744127,0.057822939468968146,0.14892704607831744,0.1533892060920344,0.08755836563200058,0.20445874847971512,0.17687574723078275,0.14273502317524567,0.16775510898465268,0.10019227091065426,0.036390340927742536,0.11902977420061496,0.15086958487179908,0.11062826553998373,0.11114941213104808,0.10686123201634068,0.1528793041216994,0.26938799598089863,0.12513413221720032,0.08805304896137892,0.17908932649042422,0.2501066993189732,0.06534597033967163,0.21057784926786166,0.08898937796213893,0.1631861456718441,0.07953240068572591,0.1147188619061198,0.07994306124238945,0.07058837198727623,0.05162264534740011
-23,0.04918368657248904,0.07711493087529363,0.24813326046574352,0.1640814912213552,0.03780558844001343,0.036836538328650636,0.13755129415880732,0.1937341770310439,0.06650837529659623,0.21185400749493274,0.10692240793992092,0.23883574839759678,0.05395513527961404,0.12853634727072405,0.1273164287304276,0.10296109915986129,0.06285160908603364,0.08844281120880017,0.13891393189302143,0.123672958378091,0.23749234254755494,0.08548255086323822,0.15937841942483158,0.04211789250870127,0.1920925966011387,0.07836706848733084,0.1451460725746368,0.0956584514219815,0.07472723379519333,0.11655816218382378,0.1563646067635839,0.10720250375294593,0.23869942093757315,0.2452637468694027,0.1289614462083998,0.09027042913611497,0.06686538191231611,0.16816930522761347,0.17821056783017286,0.2749284855935457,0.1568646363740272,0.1370016890476048,0.12826285343315585,0.15371759521102352,0.06103509589047773,0.1581229981894153,0.16055061816984997,0.09032206970087397,0.19505604232695944,0.18410946279886964,0.1385107317800743,0.16319781836079061,0.09016637289487535,0.03843592317211024,0.1367488492246394,0.16880975246778873,0.12107750194688047,0.13264284256724823,0.10045900141358448,0.1548122681986846,0.27380827427737364,0.12375790233824942,0.0838047981548747,0.1970638526482673,0.25208168864960484,0.06204259896011323,0.22471465816665842,0.08242022965364935,0.14699658382595487,0.07686062906926097,0.12778278186636527,0.09150139733637148,0.07696526964918449,0.052477419826574
-22,0.04547576716152821,0.0662327144073237,0.25520083125339826,0.15669787317794887,0.0380606911344004,0.04422322584316245,0.14666753699783136,0.18352532727006513,0.06140165148687149,0.20938370680728674,0.10520214952501708,0.228116966277377,0.05931149504921318,0.12899108732259984,0.1287392467491178,0.10429060498940453,0.06497540543942927,0.08531421428383933,0.14194197772663925,0.12598459599941092,0.2523554104177294,0.0766394317567185,0.166277796981195,0.049016727797404645,0.19277037531589988,0.08824668029520713,0.14316283760630105,0.10587291888103449,0.07158769106004889,0.1286126374092227,0.153745561593697,0.1014914948276185,0.2387436309622517,0.2426461840823167,0.11121692543355902,0.08927031628847307,0.0651726940095572,0.17577337617293873,0.17019675005127896,0.28212602702752054,0.1687171995419155,0.14556362908967585,0.11159727766663233,0.16253442045166172,0.06548543524190434,0.16459265744880114,0.16849854062973693,0.08940566514030754,0.18733957752502997,0.1910963961615308,0.13135644657097084,0.15417525084517333,0.08117663436025349,0.040849638919263215,0.1502961903221113,0.18286683456806632,0.1318019166215374,0.15182478442756767,0.09668068467247337,0.15246505423582393,0.27384041183914476,0.12245652675317095,0.07783838050266514,0.21132131835066864,0.25515020586964476,0.060179269701232815,0.24017766380903155,0.07662919096372356,0.1302082462111416,0.0736067959205239,0.13759723626786685,0.10288369988708608,0.08514903687990598,0.05226431562361972
-21,0.04283379468464092,0.058011632482427175,0.2573615217750438,0.15100899881310784,0.0391559348037498,0.05478416269856977,0.15309281203076652,0.1749149894734464,0.057031755000707306,0.20130000883568563,0.10453644956057315,0.21929064711405516,0.06816545992523765,0.13006948331868368,0.12764173111597693,0.10804815615035965,0.06623432003272707,0.08413362963435342,0.14305277671362712,0.1319544125360709,0.2628462820390039,0.07152881438555182,0.17116961722490948,0.05534161719564408,0.1945922463991969,0.09825190700330003,0.1404684068156644,0.12006565833456687,0.06857574600197702,0.14204962252521097,0.15135790253267262,0.09414056889273183,0.2381483611592145,0.23421501193736796,0.09407445554558211,0.08854994633213802,0.06690831012143811,0.1852763961592189,0.15992597234655867,0.28133110146325485,0.18132027835032663,0.153482949842136,0.09773561593403125,0.16742623963346565,0.06937194418723834,0.16897956558986907,0.17878148791584686,0.08311684486285499,0.18106221241203915,0.19686544046351914,0.12147876057204436,0.14201206974666106,0.07407790160554333,0.044724123440450535,0.15954732544100333,0.19264490993969224,0.1426944142120171,0.1678982355719544,0.09509849340471979,0.14960538974403492,0.2691812592989363,0.12112327054108332,0.07169214043528785,0.22267790991890335,0.2580251933851804,0.05917107577665087,0.25507440445477647,0.07191811444550547,0.116415138897741,0.06929584789689358,0.1451267721245788,0.1142814158212927,0.09350609806285368,0.05014322207564027
-20,0.04129360391735236,0.051975625674454295,0.254185775852008,0.1467759715141788,0.041720495054543005,0.0674189425881221,0.15647527586201287,0.1698201294951908,0.053859637492219115,0.18817007270233135,0.10437652211984556,0.2122182364553392,0.07939343456470203,0.13129423532948392,0.12518001770822354,0.11399282845992861,0.06669667775337532,0.08457299032696317,0.14288611530158507,0.14233441466182034,0.27231286714619685,0.07046451179870573,0.1753179885131115,0.0610590891375572,0.19569092358063706,0.10769158169789936,0.13531764547560615,0.13802861963498375,0.06577939140141828,0.15658900902930878,0.1495709569293228,0.08818483913207378,0.2374564003394218,0.2199780099681604,0.07916404383807062,0.08640040241039168,0.0716258360488712,0.19640444818849517,0.1488091003829599,0.2722803261964885,0.19284272341322467,0.16123253747828267,0.08630117753933789,0.1682981111450595,0.07187923635176134,0.1722697795162164,0.19135010082980167,0.07864628132016205,0.17743713795272106,0.20145425905838535,0.1101736979664665,0.1284003505818938,0.0693567920112114,0.050354987984028786,0.1648570758638166,0.1980402165287039,0.15482092546477594,0.18147636446991883,0.09518758489667058,0.14684490368822956,0.2602853959930667,0.1197247377943949,0.06518777742538105,0.23230856686155105,0.25719803840231026,0.05854081336557084,0.2670947509168754,0.06841154663441215,0.10560452781857613,0.0630029898151351,0.1503873081589196,0.12535768316049203,0.09916511269420011,0.04580529584071353
-19,0.041194893660268204,0.04775825824287949,0.246791834166036,0.14524526682856737,0.04554274651698968,0.08180847727892387,0.15784459182878452,0.1681297747605822,0.05225695300842992,0.17055831838506558,0.10507791530166946,0.2072536305279166,0.08925909102855023,0.1326212439717646,0.12198833950085797,0.12121554414326283,0.06674098455977076,0.08642911065017245,0.14095089166511482,0.15656694411700073,0.2822661337033633,0.07323574991351361,0.17982239132646982,0.06731856918309057,0.1960953214700478,0.11580075917143588,0.12742394459991668,0.15895738070218637,0.06413490920470621,0.17057446897100473,0.14789067107635484,0.08451772394194607,0.23607017821831175,0.20177920101516572,0.0676974927961149,0.08190140707430169,0.07883119330936093,0.2096830960220164,0.13653356358566582,0.25548134685005,0.2014421809539201,0.16866866494424593,0.07697749032170456,0.16597544319508867,0.07234682658647193,0.17416434703072067,0.20594761690836702,0.0781026524632723,0.17669931884750106,0.202863216803049,0.10085317928954005,0.11430283324567232,0.06771656667355058,0.058027360652210515,0.1662676214254227,0.1994648712755279,0.16737404927380667,0.19032147350104925,0.0970605621636505,0.14407944731188926,0.24932317819314362,0.12078534224282989,0.05833425877422954,0.23659725000817175,0.2508802356774996,0.05842111223950197,0.2727941438679299,0.06687908426783226,0.09765401752488934,0.056332977624152035,0.1522220736951425,0.13391613626018742,0.10083722693220046,0.040388691899957516
-18,0.0421708171143941,0.04483499793590472,0.23539128133751125,0.14516322303921708,0.0500869440950666,0.09755488314081184,0.15616387986796734,0.16844690626244174,0.05265748469200933,0.15012301349648263,0.10751889614743622,0.20306807910551536,0.09882660884454339,0.1342009557607205,0.11667717574479045,0.1288441173415093,0.06699098220523025,0.09121126016932915,0.1373637302353008,0.17250887876456092,0.29134321484704656,0.07995900712441945,0.18374171753805268,0.07694185202150088,0.19518575430689628,0.12078488775733076,0.11624239582131828,0.18204558474592103,0.06388560448487296,0.182036462145938,0.14476435560797946,0.08428365978370458,0.23042904885617838,0.18153271312450445,0.059689894250829476,0.07660954402817831,0.08820748748484862,0.2227899302850444,0.1225017654095262,0.23250114903581776,0.2055827293100097,0.17370706427763621,0.06987646326782773,0.16167017940871437,0.06993612640047554,0.17627495768677606,0.2125608694087938,0.08095720270072752,0.18086267984798043,0.199051719904798,0.09624216701201913,0.10074043774085377,0.06895524642981679,0.06712479273700801,0.16658809313494416,0.19707398500824008,0.17853958579940601,0.19486767752188988,0.10112110604133177,0.14206341291452168,0.2390426110032508,0.12479793259127436,0.0510643645538257,0.23602013265186023,0.238669353474195,0.05753151362996832,0.27120825753758926,0.07027279060748308,0.0920798425998636,0.05537684099360609,0.1501163109367924,0.1369936872129183,0.09946630825546414,0.03666622210899862
-17,0.04302855268546438,0.044151993811124814,0.22002641765429823,0.14543265241859898,0.056057278061806916,0.11252488335085849,0.15329023626744975,0.1687746450123399,0.05363855346902755,0.1319029641746758,0.11172656775920484,0.20167822994689716,0.10818015872016314,0.1347936556967188,0.10958523727541222,0.13595912658335124,0.06751166456109632,0.1001235218003969,0.1332678571538048,0.19054543906472018,0.3000277575669154,0.09110988259093553,0.1878767403731587,0.09021881469475405,0.19233601674123135,0.12204983262292599,0.1039720119003339,0.2070724624494083,0.06490811016866928,0.19150563071178142,0.139862608956143,0.08741979896688104,0.22093949087847026,0.16161390850227614,0.05493869036998465,0.07143022181033878,0.09724021588091655,0.23358638094125247,0.1075656754885828,0.2066476173089978,0.20527593575883732,0.17806778384229122,0.06662134651014881,0.15626066668707062,0.06531815688070983,0.18037034189275195,0.20681282832515208,0.08709616485669781,0.18954099443150196,0.19123570355151065,0.09391123748347481,0.08842555483333085,0.07310546591531479,0.07789722999430229,0.16510426955855334,0.1935370171006298,0.18525800917974394,0.19556626344808742,0.10754290131226633,0.14138392603395783,0.2287701092728053,0.13171661063908166,0.04433161026311697,0.23129412291705553,0.22128535369222901,0.05818442464129372,0.2618835247519012,0.0792434377966803,0.08963526643193845,0.05860716214510411,0.14451092133262972,0.13514949449124555,0.09854356247624721,0.03545410142487496
-16,0.04397810102917784,0.0460267250997141,0.20140064428455878,0.14586192109769208,0.06310420980605058,0.12715774629723064,0.14877708630586123,0.16788913777484774,0.05436143309851492,0.11580157154741533,0.11591862091442376,0.2042001127812545,0.11840273086162637,0.13409739549643435,0.10259100474168281,0.14103556175823598,0.06896121275595626,0.11281402801823863,0.12863165003340085,0.2083169461338313,0.3092390773983997,0.10371248910156197,0.1935647467988981,0.10802446799713683,0.1878467278282514,0.12042029292573568,0.09275217389903355,0.23200256813810735,0.06678506381884337,0.19959878697038919,0.13315782389657824,0.09198058676974304,0.21174266604691344,0.14526004398462447,0.05330677166950335,0.06925861707164742,0.1036906131202352,0.24141463765221366,0.09415959223478523,0.18380938755370937,0.19942138478885565,0.1822639862586783,0.06723779265899334,0.1491026469545401,0.059667130754020845,0.18670546010190417,0.19097317379265918,0.09548494458179588,0.19985810916437846,0.18259224727384543,0.09405325148547804,0.07890814948146,0.08029462443969834,0.08955697102518542,0.16198893114993745,0.19008860380172782,0.18627560460120712,0.19321097166438309,0.11670838856384051,0.14226847559884698,0.21760005824688222,0.14155750035646392,0.038063710962620956,0.22260535978390456,0.198754451522997,0.06013033280339628,0.24881967130729016,0.09279850415534653,0.09170497706672706,0.06577752084665804,0.13403670023701217,0.1310296546421012,0.09900007447565214,0.03747989116219994
-15,0.04479706144526814,0.05031424313386357,0.18175303261161327,0.14548287117720798,0.0699157280643967,0.141170159724938,0.14241376172551928,0.16441442695684957,0.055619249608554,0.10180513622809814,0.1178410257156951,0.21143022770118272,0.12949844488339624,0.13162468855013953,0.09643893627682565,0.1445677265093393,0.07200077769629232,0.12768776448158278,0.12360628976942405,0.22247790781084564,0.32139163874055066,0.11557990422455966,0.20069523438912915,0.1283637686819748,0.18450489396966147,0.11614146626120239,0.08343129102163896,0.25548709224214317,0.06927964101500643,0.20773856928362924,0.12473761734613513,0.10060568593257528,0.20331875557711926,0.13304987665953455,0.054501185759343894,0.07097702087721584,0.10665350959263757,0.24673900262631668,0.08402349360182197,0.16568393602015372,0.18817759531094164,0.18767995418747732,0.07104136193751698,0.13981167617227888,0.0556705370050131,0.19521473790130278,0.17305900299474547,0.10619255743330427,0.21115516398080247,0.17519172296298371,0.0972989882980032,0.07150851227520491,0.08950106241545625,0.10061066968865302,0.15771715867523062,0.185479200652419,0.18178556411883423,0.18745571830723992,0.1286773835327581,0.14392440766867026,0.20528852236234574,0.15459711869887482,0.03213150854598372,0.2123670142140245,0.1750109246270455,0.06338611840415642,0.2353438726634085,0.11047096529521452,0.098388835786609,0.07705190555459154,0.11956487227615269,0.1275381374215918,0.10163604302605156,0.042285921228232645
-14,0.045902168336349435,0.055049424799310964,0.1620674175658524,0.14409749932539895,0.07681494043441542,0.15267507140707265,0.1357284850355587,0.15837983039237286,0.0573211032129403,0.09023881161880468,0.11580748742324695,0.2239202321722285,0.1405018170141035,0.12691335431730927,0.09075928665233553,0.14885663937723526,0.07655452489511094,0.14454887999743607,0.11796343795405587,0.23221737739404885,0.3357545619853818,0.1271311197254892,0.2067786034370087,0.1469699078828886,0.18160048026601813,0.10971882437382334,0.0760612714174373,0.27247333700002063,0.07365809550339472,0.21783612789479254,0.1153962060050437,0.11356116627514763,0.19641766886947767,0.12499136253551361,0.057208175676540296,0.07683885994738063,0.10754000043067029,0.24793393221933754,0.07690897401446327,0.15377855281056757,0.1716019649372809,0.19457296434555382,0.07804979932868047,0.13078332738500528,0.05365434397320695,0.20744055402136446,0.15624232588975237,0.11928236850134404,0.2226353541361461,0.17131641260799882,0.10418012796994305,0.06712452244067059,0.09818893962368758,0.11255157926779547,0.15140491538867434,0.1802855967282827,0.17476285413400436,0.1788040212563769,0.13961948155585935,0.14541187303364886,0.19286943153165143,0.16999135404944274,0.02721950214925436,0.19911284219387984,0.1534948668550711,0.066797508159505,0.22123110505792748,0.13137958629309568,0.10971639486771308,0.0907539938553888,0.10493736538826877,0.12543906706192637,0.10661414645410439,0.05047099304502271
-13,0.04747971353611932,0.05799972905013484,0.14219766670204548,0.14193558390863018,0.08396340776441241,0.16144321839117223,0.12778152012282845,0.15073566759865736,0.05927984808288976,0.08187243794528265,0.10874583482331945,0.24012933899772845,0.14961859449571627,0.12003608673512996,0.08522038201423937,0.1515819203650477,0.08283354473044519,0.16315514089096023,0.11187675036666464,0.2367868099750396,0.34930698379440456,0.13705336817775363,0.21248318357056198,0.16325406275428772,0.17958905723774038,0.10138179769808489,0.07007921397993752,0.28020793506550085,0.07805185586307761,0.2289897579756147,0.10623240446247964,0.13139241099053128,0.1927746621274252,0.12113977538555243,0.06052659459830819,0.08565092693642229,0.10658426940511168,0.24321292677033743,0.07216109907004806,0.1483989678413801,0.15060140461548416,0.20313685959719105,0.08718644116991511,0.12320255354212795,0.05354994851921101,0.2240380840299417,0.1407628133913208,0.13460777434571838,0.2324070843771841,0.17200831277292353,0.11464007963134351,0.06667520005371057,0.10432058884647599,0.12500770227685418,0.14221005426482863,0.17583409617815723,0.16713843954395313,0.1688451081801375,0.14490349085680276,0.14735251355018875,0.1791729463706853,0.18574775021992287,0.023634042133570447,0.18306432611568174,0.13472538400769662,0.07015822000311653,0.20593915706358334,0.15482755515479202,0.1251177368657235,0.10614688147477994,0.09043761652418267,0.1248195704580147,0.1133191708256907,0.061153881948841395
-12,0.04936728601855375,0.05917394596736486,0.12366772086835531,0.1397304535017711,0.09074876159768636,0.16468484966459276,0.12012739085648079,0.1398084553533564,0.06217651256820113,0.07965761608766511,0.10067704213261752,0.2557758490260462,0.15699577629159384,0.1125674407196015,0.08037577572544484,0.15199940099861314,0.0902947628726113,0.18095825258766193,0.10673536890873994,0.2359034646287997,0.36184366662222367,0.14532019741332772,0.2188043011466893,0.17599433674991102,0.17740409991793435,0.09224534421085541,0.06564095087087325,0.2781894977271418,0.08028677605081472,0.24052454811788043,0.09740933423078506,0.15372044231470627,0.19279887305211188,0.121556246292943,0.06268789513976146,0.09722808660417696,0.1032993724244006,0.23366525743372052,0.06955670413455188,0.1494470001754989,0.12936413853618078,0.21433597859792625,0.09664879375142636,0.11755969387941927,0.05554799322747082,0.243756590136253,0.125284672950169,0.15242947498293186,0.2411185259105424,0.17669258754172618,0.1270805081045259,0.0701191043089964,0.10824137726127174,0.13677221421709393,0.1320360577437431,0.17382498268383512,0.1609732822434493,0.1592331741079667,0.1437446846961514,0.14935679661075413,0.1664150357688973,0.19996395009283432,0.022754587163782414,0.16589254472815534,0.1186793569100354,0.07085088153533345,0.18981553240316348,0.1775343820675664,0.1412705678307539,0.12411308777160421,0.07630471302692964,0.12694993354869794,0.1222390013685398,0.07370147083269092
