,TTS_1::Pseudomonas_phage_phiKZ:5490-5590(+),TTS_2::Pseudomonas_phage_phiKZ:19983-20083(+),TTS_3::Pseudomonas_phage_phiKZ:22385-22485(+),TTS_4::Pseudomonas_phage_phiKZ:23502-23602(+),TTS_5::Pseudomonas_phage_phiKZ:25192-25292(+),TTS_6::Pseudomonas_phage_phiKZ:27634-27734(+),TTS_7::Pseudomonas_phage_phiKZ:29324-29424(+),TTS_8::Pseudomonas_phage_phiKZ:33511-33611(+),TTS_9::Pseudomonas_phage_phiKZ:34892-34992(+),TTS_10::Pseudomonas_phage_phiKZ:39495-39595(+),TTS_11::Pseudomonas_phage_phiKZ:40356-40456(+),TTS_12::Pseudomonas_phage_phiKZ:42756-42856(+),TTS_13::Pseudomonas_phage_phiKZ:45794-45894(+),TTS_14::Pseudomonas_phage_phiKZ:47838-47938(+),TTS_15::Pseudomonas_phage_phiKZ:50149-50249(+),TTS_16::Pseudomonas_phage_phiKZ:50489-50589(+),TTS_17::Pseudomonas_phage_phiKZ:52600-52700(+),TTS_18::Pseudomonas_phage_phiKZ:53464-53564(+),TTS_19::Pseudomonas_phage_phiKZ:55119-55219(+),TTS_20::Pseudomonas_phage_phiKZ:57889-57989(+),TTS_21::Pseudomonas_phage_phiKZ:65621-65721(+),TTS_22::Pseudomonas_phage_phiKZ:68659-68759(+),TTS_23::Pseudomonas_phage_phiKZ:70248-70348(+),TTS_24::Pseudomonas_phage_phiKZ:76360-76460(+),TTS_25::Pseudomonas_phage_phiKZ:91673-91773(+),TTS_26::Pseudomonas_phage_phiKZ:97602-97702(+),TTS_27::Pseudomonas_phage_phiKZ:101320-101420(+),TTS_28::Pseudomonas_phage_phiKZ:101981-102081(+),TTS_29::Pseudomonas_phage_phiKZ:108929-109029(+),TTS_30::Pseudomonas_phage_phiKZ:114189-114289(+),TTS_31::Pseudomonas_phage_phiKZ:120579-120679(+),TTS_32::Pseudomonas_phage_phiKZ:133049-133149(+),TTS_33::Pseudomonas_phage_phiKZ:137140-137240(+),TTS_34::Pseudomonas_phage_phiKZ:142897-142997(+),TTS_35::Pseudomonas_phage_phiKZ:147129-147229(+),TTS_36::Pseudomonas_phage_phiKZ:149711-149811(+),TTS_37::Pseudomonas_phage_phiKZ:152913-153013(+),TTS_38::Pseudomonas_phage_phiKZ:158192-158292(+),TTS_39::Pseudomonas_phage_phiKZ:162400-162500(+),TTS_40::Pseudomonas_phage_phiKZ:166793-166893(+),TTS_41::Pseudomonas_phage_phiKZ:167818-167918(+),TTS_42::Pseudomonas_phage_phiKZ:172989-173089(+),TTS_43::Pseudomonas_phage_phiKZ:173100-173200(+),TTS_44::Pseudomonas_phage_phiKZ:177156-177256(+),TTS_45::Pseudomonas_phage_phiKZ:196037-196137(+),TTS_46::Pseudomonas_phage_phiKZ:199143-199243(+),TTS_47::Pseudomonas_phage_phiKZ:200511-200611(+),TTS_48::Pseudomonas_phage_phiKZ:202244-202344(+),TTS_49::Pseudomonas_phage_phiKZ:202294-202394(+),TTS_50::Pseudomonas_phage_phiKZ:206961-207061(+),TTS_51::Pseudomonas_phage_phiKZ:212951-213051(+),TTS_52::Pseudomonas_phage_phiKZ:221285-221385(+),TTS_53::Pseudomonas_phage_phiKZ:223881-223981(+),TTS_54::Pseudomonas_phage_phiKZ:224682-224782(+),TTS_55::Pseudomonas_phage_phiKZ:225743-225843(+),TTS_56::Pseudomonas_phage_phiKZ:227872-227972(+),TTS_57::Pseudomonas_phage_phiKZ:233251-233351(+),TTS_58::Pseudomonas_phage_phiKZ:235778-235878(+),TTS_59::Pseudomonas_phage_phiKZ:239082-239182(+),TTS_60::Pseudomonas_phage_phiKZ:243751-243851(+),TTS_61::Pseudomonas_phage_phiKZ:248180-248280(+),TTS_62::Pseudomonas_phage_phiKZ:248958-249058(+),TTS_63::Pseudomonas_phage_phiKZ:262710-262810(+),TTS_64::Pseudomonas_phage_phiKZ:263206-263306(+),TTS_65::Pseudomonas_phage_phiKZ:263242-263342(+),TTS_66::Pseudomonas_phage_phiKZ:267069-267169(+),TTS_1::Pseudomonas_phage_phiKZ:11961-12061(-),TTS_2::Pseudomonas_phage_phiKZ:12118-12218(-),TTS_3::Pseudomonas_phage_phiKZ:12536-12636(-),TTS_4::Pseudomonas_phage_phiKZ:34861-34961(-),TTS_5::Pseudomonas_phage_phiKZ:80263-80363(-),TTS_6::Pseudomonas_phage_phiKZ:114157-114257(-),TTS_7::Pseudomonas_phage_phiKZ:114216-114316(-),TTS_8::Pseudomonas_phage_phiKZ:114675-114775(-),TTS_9::Pseudomonas_phage_phiKZ:115893-115993(-),TTS_10::Pseudomonas_phage_phiKZ:117884-117984(-),TTS_11::Pseudomonas_phage_phiKZ:133015-133115(-),TTS_12::Pseudomonas_phage_phiKZ:158160-158260(-),TTS_13::Pseudomonas_phage_phiKZ:161541-161641(-),TTS_14::Pseudomonas_phage_phiKZ:171547-171647(-),TTS_15::Pseudomonas_phage_phiKZ:173747-173847(-),TTS_16::Pseudomonas_phage_phiKZ:178302-178402(-),TTS_17::Pseudomonas_phage_phiKZ:179921-180021(-),TTS_18::Pseudomonas_phage_phiKZ:181405-181505(-),TTS_19::Pseudomonas_phage_phiKZ:186296-186396(-),TTS_20::Pseudomonas_phage_phiKZ:209981-210081(-),TTS_21::Pseudomonas_phage_phiKZ:214041-214141(-),TTS_22::Pseudomonas_phage_phiKZ:265388-265488(-),TTS_23::Pseudomonas_phage_phiKZ:265434-265534(-),TTS_24::Pseudomonas_phage_phiKZ:266566-266666(-),TTS_25::Pseudomonas_phage_phiKZ:267040-267140(-),TTS_26::Pseudomonas_phage_phiKZ:267092-267192(-),TTS_27::Pseudomonas_phage_phiKZ:268718-268818(-),TTS_28::Pseudomonas_phage_phiKZ:269422-269522(-),TTS_29::Pseudomonas_phage_phiKZ:270435-270535(-),TTS_30::Pseudomonas_phage_phiKZ:271655-271755(-),TTS_31::Pseudomonas_phage_phiKZ:271690-271790(-),TTS_32::Pseudomonas_phage_phiKZ:271772-271872(-),TTS_33::Pseudomonas_phage_phiKZ:272819-272919(-),TTS_34::Pseudomonas_phage_phiKZ:273217-273317(-),TTS_35::Pseudomonas_phage_phiKZ:273957-274057(-),TTS_36::Pseudomonas_phage_phiKZ:276107-276207(-),TTS_37::Pseudomonas_phage_phiKZ:277779-277879(-)
27,0.09166600134091771,0.17520739507978106,0.2969971972492834,0.09607488280600522,0.09917002459732321,0.1204564784430707,0.1398080583363484,0.08197200857510502,0.14679691650784327,0.16562808983352303,0.1477378603740443,0.11036617521361243,0.1968914306832401,0.19671557303338197,0.12133904537820381,0.10994504670714877,0.1574863684193209,0.1511552629625861,0.08247939398182141,0.16268495545239764,0.05001078603911948,0.1448048943807831,0.2792324914676926,0.09636162322381939,0.1239414030123475,0.19856210178598327,0.21774519500399783,0.14437136183979216,0.09368383618190033,0.10965861889335611,0.13588940012231343,0.05461514385367907,0.17698984412660584,0.11858551244821729,0.08984865542998659,0.06378710590383999,0.07554788011746566,0.12235871062669157,0.1837711662068058,0.28583512448029225,0.08266857245385964,0.2301920075780215,0.26686442678197736,0.09129063754530728,0.1345531262025578,0.1206094154726091,0.3570359068326492,0.1681921754590822,0.11726763521091324,0.0602215324507111,0.2053866162094118,0.18183635343406157,0.1929568678432592,0.18566447614830084,0.08324824007853703,0.11883899379939936,0.25635135767935247,0.08407657587299353,0.18604678547769776,0.1575681187400293,0.09903991311033865,0.15835894109635767,0.18430861619326938,0.1558857805275903,0.08262084552550666,0.0979246887591734,0.18157985882279246,0.09735125075291177,0.05280281631895445,0.21542077932726084,0.1732289787181423,0.18501403996417068,0.23631671772658858,0.06579142534391033,0.2199384654667889,0.18185873772697142,0.11390062185987133,0.237028153079702,0.16533103399207144,0.14520367824753552,0.1956913086079182,0.18651356738223038,0.2115893032915132,0.10006769041011614,0.229762923110649,0.05335555998985122,0.17773173581163995,0.11592298612986793,0.1660595331881798,0.15377372163286684,0.23427615818886638,0.0779161786249791,0.02059061871203808,0.173707375698333,0.18139566495656956,0.20772798968269654,0.11319719399750769,0.10192337962981272,0.19196956479166322,0.200356969904501,0.18795613160144747,0.1965508325028855,0.11389171323342717
28,0.07985081784377719,0.16708081277708955,0.2941413897517188,0.09274814583175228,0.09435308835471672,0.10792480984181003,0.13802240638295302,0.07230287014295625,0.15091253720099765,0.14676013144659428,0.16101322443895955,0.10425581160995175,0.18556936069490032,0.18320869246868712,0.1451282190707896,0.0942316329218336,0.14795911802075443,0.161693720126543,0.06705867182865581,0.15291078442496514,0.05160511369051045,0.13798457479621026,0.2911508560630825,0.11336243680893125,0.13858439031629755,0.1992043268261138,0.22262398755073437,0.13705854557462654,0.08938068315085927,0.11974935697267444,0.1413656350986228,0.046007272732073154,0.17140446440483062,0.12473401717670134,0.0963732157608028,0.07070568260754516,0.05575223775430597,0.13006006438250461,0.1888459410317826,0.27872502190940845,0.07800505940477226,0.24139743941458142,0.26174929604589703,0.09484377233152601,0.11437509731477913,0.10195081931321219,0.35607716852142823,0.16033790250524305,0.11591611724420973,0.05335732758838192,0.21698419039658198,0.16030371540580796,0.18829375339902774,0.19053468336627635,0.07431335007627764,0.1106217677685772,0.2620683847934143,0.09194335158366156,0.18694355892006137,0.16074333876105354,0.09463781424542297,0.17575181710755983,0.19494564764847355,0.18484181626320606,0.09981288544035465,0.09268976377122136,0.19416407628727253,0.10746988532041643,0.0444848092477299,0.2032579333374557,0.1740113356851954,0.16351320405745043,0.25744105226239766,0.06387382831673377,0.23322595410233213,0.19180441679486687,0.11426556115927142,0.23483150430396718,0.17436408543672915,0.14851338671001407,0.1933951855200707,0.17458886440604815,0.19926209583103957,0.10008548830435926,0.24881299211102084,0.06271627598943359,0.17545378598945685,0.11877124235754064,0.16797024175600636,0.16739936437837416,0.24132737321805298,0.07845547524784134,0.018514084217162562,0.1813012910924295,0.18995927697726173,0.20828710865278177,0.12267596377728278,0.10699057719550942,0.19968083539357154,0.1966807813692042,0.2020753285492784,0.19108402256033824,0.11194824143738187
29,0.07112983764327675,0.158432570064957,0.2898459264878469,0.09426295875619771,0.08670625410259754,0.09904676258924582,0.135808777663695,0.06381368047858547,0.15410738251928013,0.13199781289497,0.1754364134985299,0.09826870373137657,0.1712436018938777,0.16848142522591358,0.16776069421231213,0.08248920371680299,0.136436222576106,0.17166768115259248,0.05761022975220459,0.14707732329124204,0.05460746730365921,0.13091787940305638,0.30130596588375413,0.12973335284495646,0.15502889595592442,0.19735889400441603,0.22505177329521397,0.1292366101395282,0.08693016254454328,0.13248842815896728,0.14851609052053338,0.04182175882953036,0.16422640151990572,0.1335551375563409,0.10229894341218497,0.07959246473369339,0.04026704457155504,0.1352839318242839,0.19322335860990186,0.2711907392643039,0.07042283296611031,0.2530454691759547,0.25515098876228703,0.09942707239238564,0.0971767704461399,0.08745929221658354,0.3490662740027067,0.15399577713988294,0.11562063454228244,0.046590929098612725,0.23035660584819592,0.14325722703975735,0.1868986571866898,0.1962922632776552,0.07057542248408416,0.10487475910174851,0.2625840759398001,0.1015376562708257,0.18319044666537287,0.16695681551472896,0.09291205120644112,0.19164726969742546,0.20222661201075337,0.21672617016306686,0.12018003092453375,0.08988890411688476,0.209038904997303,0.11613566389996421,0.03770990875816052,0.1900805974688544,0.1755447443510276,0.1452117274203057,0.2748865330262041,0.06293472867749048,0.24147389255734217,0.20071864173323678,0.11142815307085305,0.2283376480187666,0.18296949390024955,0.14969260917739624,0.19135901854011972,0.1624718900978738,0.18129579838429571,0.10232138027871267,0.2623718796459339,0.0710903835484022,0.17708703049715008,0.124381185036271,0.16582429785095412,0.18373282150776843,0.24395075996852475,0.08280085993907978,0.019626638209812135,0.1860586211643765,0.1991461400002547,0.2062276716290393,0.13129952187590513,0.10739618637270609,0.203301121641477,0.19246431824270774,0.21291777816100965,0.18530233951488304,0.112381308276124
30,0.06613107754059566,0.1510383198824708,0.28256219591136217,0.10132299676556122,0.07791114796565261,0.09473486765563041,0.1337937600607225,0.056861614268981564,0.1550651832922007,0.12062405570832277,0.1877730918229945,0.09568032743176488,0.15359093021319864,0.15456766657633053,0.18794014014625549,0.07598108965980085,0.12541550583609357,0.18110778364896124,0.054760555029320646,0.14503761682376207,0.05977521175171395,0.12358769338240005,0.30961789686008984,0.14610068429538145,0.17361160796913658,0.19303144574288486,0.2243468602949386,0.11988482785352057,0.08788676170962102,0.1471493176244292,0.15522759044675932,0.0410338681316352,0.15674779094936803,0.14405488043168085,0.10643243141495681,0.09017485897867676,0.030133349206740705,0.13835663355484204,0.19706235613530168,0.2637809551137945,0.060106435765920764,0.26434247135728983,0.24729230790893936,0.10360323171979827,0.08368515088024653,0.0786716134573264,0.336776707218739,0.15000998387044867,0.11487353331670783,0.040756780924158506,0.24566347455650325,0.13048051902897845,0.18788193682623247,0.20364870345772373,0.0719784335742663,0.10115882874850687,0.2566081389949586,0.11278752424224811,0.17381655272050806,0.17500333327542514,0.09251412980346538,0.20603611071383474,0.20657628981831017,0.2501272053648508,0.14221888657090093,0.08886881512149764,0.2260437072218135,0.12408361362729374,0.033743480727793054,0.17672963892542579,0.17750331971398958,0.13084124205096156,0.28840738730877874,0.06438739116457179,0.24454199948135602,0.20555768335509944,0.10408420734750383,0.2172393386237,0.18874849316177547,0.14756155684011535,0.18834657434006274,0.15089347015298388,0.1632842775402037,0.10585767481020056,0.27070110007268816,0.07896452953764689,0.18322771588570266,0.1317416132672595,0.16265248516175654,0.19469711297827988,0.2420676902883673,0.09079252257177191,0.02472736020363806,0.18780907713002665,0.20818774163362405,0.20217715216200105,0.13936320880125574,0.10282071384279948,0.20230625232347496,0.1868606179131054,0.22053181757192047,0.18018339443793094,0.11491581599537821
31,0.06630746277045203,0.14419818461601858,0.27158114625962254,0.11324009103027992,0.07229826346287238,0.09561499301394216,0.1342381760869415,0.05038269910979522,0.15326091586237015,0.11395184291369673,0.19680120409613533,0.09848716328715583,0.13266595341023113,0.1417061908849198,0.20475432581432354,0.07573688991216118,0.11579840503606065,0.19209614753640178,0.057858743429395156,0.14596425883405392,0.06810227641335308,0.11548461033620161,0.31559256488175774,0.16249690230270883,0.19598341928424956,0.18584560072744433,0.2200030012237777,0.1106376323338522,0.09264046695366496,0.16405918507718736,0.15868254346204422,0.04354321854242806,0.1515229042200336,0.15511771987338235,0.10798712858757653,0.10235617564238933,0.02483514892470448,0.14145951476395197,0.20067812683080133,0.2563452147100654,0.04922026675194471,0.2738493424763873,0.24064994904222772,0.10832602738689019,0.07484538220350594,0.07601559700940391,0.3208520429613728,0.14942094338721196,0.1130742998585285,0.03565535021581724,0.2599735159875086,0.12089208138477728,0.19226461017373125,0.21044722238661526,0.07856160046155083,0.0978055068393096,0.24388208058873068,0.12460094603571659,0.15893019286787277,0.18367953546495613,0.09338243351180535,0.21611803937700685,0.2089168376443197,0.2828760590074546,0.16597852624170878,0.08856044496927581,0.24514734145209002,0.1295867825427681,0.03390575395212545,0.16444855855795798,0.1782109057977086,0.12000216726504678,0.29899039328751437,0.06721245268101138,0.24345475183261672,0.20514160516436752,0.09297457283387926,0.20028659669526583,0.18941671283136613,0.14070393170437753,0.1834648381201211,0.14132090098868982,0.1481460584870786,0.10983021279632514,0.273622837425072,0.08668047183191058,0.1934017118859153,0.1413946272035002,0.1595161947273604,0.19861167472051428,0.23549985237409632,0.1018812708008748,0.03423506026042691,0.187291552489908,0.216228506707376,0.19529665335287885,0.14696233357205732,0.09487553208022349,0.1965436434366173,0.17890665511886386,0.22460620093536754,0.17456351332872322,0.11850913459036114
32,0.07034034700688804,0.13773607897554252,0.25802483012967425,0.12195755152143625,0.07084038471608742,0.10125512809023665,0.1372805407430133,0.04373254442402098,0.1501246730457293,0.11167095825745285,0.2013341693952409,0.10556726086149151,0.11138881933551312,0.1307981257808934,0.21678259640190495,0.08233953625306521,0.1084521778024045,0.205149174099195,0.06476427275745081,0.14777269127542464,0.07898252163819192,0.107438813170237,0.31855583596173725,0.17983169838324825,0.2218031186435689,0.17570858283797158,0.21169314679735649,0.1030639533841768,0.10117539988629354,0.18320533832935143,0.1583230095938218,0.048416587508970634,0.14843087389124457,0.1660835775232863,0.10506724560363186,0.11635418634913405,0.023917665271711193,0.14599572909980352,0.2042933541066206,0.24878785172260223,0.039593088174066426,0.28022260016553124,0.23470934959617978,0.11362273387619166,0.07176288059123921,0.07977468069613611,0.3056327806556513,0.15068518823290963,0.11032826522614632,0.03297129730596796,0.27129136394808107,0.11249475596322019,0.19950431264873011,0.2149686667118184,0.08988529529755855,0.09555724144368796,0.22608451147755412,0.13324525663187728,0.14092360149577896,0.19135006109975647,0.09568372023515179,0.22141383209192061,0.20838243000743722,0.31202429845570606,0.19105581282923134,0.0881658953373202,0.2650127859968986,0.13060351645193372,0.03975835296153298,0.15437531146386063,0.17782774957836298,0.11229934581256829,0.30346665848008564,0.07152679940000731,0.23892834287939807,0.19957163492342106,0.07951071142519675,0.17783974550865395,0.18566568579491788,0.12938074130979718,0.17514713081209085,0.1318107994925141,0.1368843872545177,0.1150162192663509,0.2724479871529656,0.09247332415880125,0.20557144476117806,0.15143806519870123,0.1555125953691802,0.19617459559985057,0.2243309809227767,0.11534312000942408,0.04712481946291179,0.18535218456207164,0.22316327732615604,0.18568255447012288,0.15180233856531433,0.08752702291205396,0.18685583723246776,0.1689144940460247,0.22507796797351626,0.16742015483206493,0.12280509531492087
33,0.07866546403238854,0.1321028578235422,0.2414808803968426,0.12922797146888126,0.07364717502118187,0.11167441157989147,0.14308487839946238,0.037236717062946685,0.1462916891850863,0.11332562482738984,0.20175253971054943,0.11679306224845554,0.09230011389737619,0.12300574198895868,0.22315605181761655,0.09507576618536809,0.10328304139063124,0.219955278643799,0.07351811598035564,0.14941012085298533,0.09203274544652752,0.09903976995733112,0.31772018988618045,0.1943254780519865,0.24708576554838108,0.16309085992890182,0.20087670823872245,0.09814277111575777,0.11116292263890637,0.20266241144649544,0.15488179908802613,0.05361009710793958,0.14703436404552198,0.17693436857645387,0.09896242978317085,0.1315711543497539,0.025454629772072218,0.15067414606417573,0.20906643272793923,0.2416421705282273,0.03327299925500184,0.28207305934869853,0.22711397371790673,0.12022437635819794,0.07428326270716923,0.08968514309503381,0.2911358118122791,0.15256651336464752,0.10726907856057336,0.031895210289258305,0.2799122472071076,0.10485624640533686,0.2089032185744173,0.217731659267924,0.1056509358466347,0.09415315217959823,0.20408574310169877,0.13716758012168193,0.12391400529146637,0.19669995878578872,0.09759203194523151,0.2215822187010009,0.20516707784086446,0.3348542523259031,0.21627887253890407,0.08679347320305872,0.28259029047020057,0.12582394620292708,0.0483740921382722,0.14757613477988124,0.17677560942281795,0.10744128784183644,0.30191349581606397,0.0767986313664604,0.23156144790874844,0.18971022426124806,0.06922762724387528,0.15222185845077088,0.18045221349245408,0.11742186493452851,0.16220127750662733,0.12197266832576448,0.1288294568600626,0.12168568407965248,0.2682205252484137,0.09527215905368147,0.2178769408743531,0.15911199120360034,0.15067570836589017,0.18986088624142133,0.21087626359494832,0.13115675106413124,0.06255729136696801,0.18342328964697155,0.22711920032381486,0.17390238047560455,0.1523456396898158,0.08163859576865791,0.17376692336094424,0.15718899143631765,0.2227577598753711,0.15840077266174882,0.12654589421717405
34,0.09073952599033122,0.12808814602248342,0.22080262130873782,0.1367499611779052,0.08002116441982662,0.12490161697234255,0.15091102530858444,0.03310604810265526,0.1423299019350313,0.11765564630079697,0.1992487264517,0.13067002394734314,0.0773196057567129,0.11950574477864014,0.22395741436882935,0.11194381342081705,0.10096938134807609,0.23659744995759896,0.08392361108786796,0.15170286396545135,0.1077545137115838,0.09123667590564813,0.3131195281805004,0.2025788329422896,0.2686340706703125,0.1484776257037474,0.1896605779909127,0.09621901952479922,0.12009222126225057,0.21849111515078196,0.14986528274867655,0.05794725228189472,0.1482645714411657,0.1876723460781911,0.09128139624959054,0.1474588246502819,0.025830101558747886,0.15477624519030958,0.21526816550037617,0.23404653475576903,0.029641335390553664,0.2786645388765888,0.21772355405012433,0.12683115241022438,0.0821449814748739,0.10528783479390033,0.2760191290839783,0.15361491954460973,0.102855316398334,0.031864311038463954,0.2853564065738461,0.09917100142483135,0.21870994980841982,0.2197917196295731,0.12588878671660017,0.09296279421551916,0.1786381012876627,0.13548437968763438,0.10943190797994506,0.1983445686772406,0.09977727711402573,0.2164357715540673,0.20013613987920334,0.34928098952520104,0.23919381067282758,0.08613989044068532,0.2980460578995976,0.12039191435750371,0.05769743555564003,0.14374659225756975,0.17615607655338988,0.10517866161118575,0.29373674073442435,0.08346308722635709,0.22194190638680303,0.17576456073861463,0.062203466417173905,0.1310685466508613,0.17652691842865903,0.10865665925908194,0.14608714053987373,0.11217983639411326,0.1239410902017121,0.12849778748812504,0.2616296424043123,0.09592214469364385,0.2293243082319663,0.1638055376733632,0.1452447030617036,0.18198532596281322,0.19799946066213567,0.14957665363042388,0.08039802840899649,0.1824900751384874,0.22910293468793475,0.16156198789533463,0.14991101159871073,0.07713577997048414,0.15746185379731853,0.14554396610439782,0.2173498512753413,0.14683384349651823,0.12742485244694085
35,0.10538314235831794,0.12562907166917245,0.19740158676583958,0.1447622006235631,0.08789028527699547,0.13941293270013128,0.15928003151013115,0.03200203072415386,0.1390243690421851,0.12213757198151418,0.19276628457877826,0.14327736301124008,0.06593475346709052,0.11839962406538537,0.218459427437607,0.1308849846336881,0.10127869423574713,0.25430776339686123,0.09505903515181656,0.1550977099104857,0.12523056907851002,0.08483658295281743,0.3045324882341718,0.20270360509983104,0.28400190277942083,0.13220852499255986,0.1805511880711776,0.09819178417408121,0.1261761307595808,0.22651696561878865,0.1455177505190701,0.060709636631193886,0.15122963351294774,0.1974544770359862,0.08270934831806451,0.16330242535612888,0.025847815044173234,0.15697452951552832,0.22079188265750993,0.2250796867037747,0.028654591450814854,0.2685877478958708,0.20563646422522783,0.1347197434435516,0.09454283737880424,0.12543320751322812,0.26038611616378027,0.15365475290746747,0.09648071988908376,0.033820724706406576,0.2888178122928352,0.09684913062520042,0.22754448663614837,0.2213761684630255,0.1471218357206165,0.09190975443105638,0.15355050176154547,0.1298559321781554,0.09763407628453284,0.19606350104707554,0.10203508316801266,0.2066096201530118,0.1946960837168273,0.35596383693789174,0.2581362240765636,0.08739238214437853,0.3132043572174954,0.11756363286270399,0.06604153124343616,0.1427580314336217,0.17550820369799866,0.10691225838015192,0.28025365691366916,0.0910965301432835,0.21124243345745158,0.15687192816892928,0.058528367461797313,0.11547713189791034,0.1746093034438591,0.10325220587115432,0.1313747082189577,0.10412328371474582,0.1240055383613368,0.13345975322240938,0.25285349794648815,0.09555176849455983,0.23803781654498657,0.1654325996122869,0.14158439266972725,0.17382413301929073,0.18588156955917431,0.17122027409733018,0.09873408043027973,0.18221904772261382,0.23014319302179165,0.1484067266323259,0.1464210685040334,0.07484226796746558,0.1391734829946356,0.135505535308821,0.2095601296908519,0.13376736263982275,0.12519116670979097
36,0.12173576840097755,0.12373563452068806,0.172678116964753,0.15212930894217716,0.09517993752175273,0.15304231304369895,0.16829294299878358,0.03380059715215452,0.13623960300968901,0.12361130806245815,0.1821925758173156,0.15550551162660858,0.05774956429240606,0.11972380841643464,0.20733013761607544,0.14941004166454058,0.10291337262415898,0.2740398960240175,0.105852818687913,0.15924570816708053,0.14389981054236708,0.07955076341727033,0.29323857386728647,0.1944977592480018,0.2931814885651204,0.11578024496902309,0.17595599546512058,0.10555266343339702,0.12840460011012095,0.22524721944392362,0.14151801249140822,0.06120274715319918,0.1537716031427569,0.20616954927711184,0.07413132280920032,0.1787632171878358,0.02863390597647577,0.15664153115645502,0.2255516943162999,0.216826691901977,0.0300373338159872,0.2516201379658223,0.1908573826245312,0.14468570820692278,0.10942006222186909,0.14728893146571292,0.24403904466424983,0.1527338249287304,0.08975347551645829,0.03833555498308313,0.28788483618283145,0.09777171758899875,0.23417281993972527,0.22046810347404064,0.16679929522155806,0.09119871622662867,0.131682691764404,0.12144179171561746,0.08821441020508905,0.1901717559425282,0.10382075921431067,0.1927177731252869,0.18847336729093764,0.3538223107444625,0.27165720115598957,0.08945947300247477,0.3286760341931784,0.11882404070353625,0.07343076088173409,0.14425693238385687,0.17380313036073755,0.11206656661244938,0.2618135721221,0.09901371176666758,0.20035365069517863,0.13438079526957877,0.05853740848418214,0.10563435596854391,0.17455684048269776,0.10057661866613206,0.11993649117391095,0.09903541867592354,0.1303521878815253,0.13477861259892177,0.24013645088388894,0.09584818314364192,0.2430591871314855,0.1641707896668689,0.1391568679954694,0.16561357202939292,0.17448200424549584,0.1961550967494082,0.11664852214936214,0.182198769872314,0.2282439826389094,0.13395810581316075,0.1422185923879339,0.07621072835668952,0.12015607846764251,0.12826442969937163,0.19937005564290236,0.12131783143692318,0.12092245146273539
37,0.13754136539454792,0.12304772253013394,0.14838157232247817,0.1592691732900799,0.10119183886444023,0.16466159279693698,0.17714838473051336,0.03822775150416928,0.1338222409418041,0.11990022797122699,0.1690969479639824,0.16804239899876014,0.05342441180786599,0.12437263343893408,0.1930066920549581,0.1658303025378241,0.10662734602166682,0.2930418115267194,0.1160131833557739,0.16405847187140962,0.16232304040640905,0.07554973670157585,0.2810842545853243,0.17948888942101887,0.2980323074311342,0.10062825541212117,0.17587878369101723,0.11619725001928809,0.12768305654655573,0.21474762818028945,0.1384896887906837,0.06313669189194245,0.1575029418853166,0.2141627623905658,0.0672594619213688,0.19327452419743946,0.03454279938544764,0.15625063410168502,0.2308004976134706,0.20943889837251853,0.032090879564202535,0.2279907617669304,0.17343183473560303,0.15459809684982895,0.12113460827724398,0.16845142569882693,0.22653464662496386,0.14934266629612805,0.08319788909128681,0.04439339965199114,0.2817521622238492,0.1017347863696055,0.23647483163170963,0.21595749067485986,0.18527141038877856,0.0905373163204263,0.11343327083971973,0.11245083634104322,0.08193984693220033,0.1839221815138148,0.10413701631077059,0.17583720795571672,0.18219035045446202,0.3441653216054551,0.2801011111886747,0.09001073939733631,0.34273270919364524,0.12443201949838918,0.08048359276009691,0.1478360163026347,0.17117156136287934,0.12077958649267513,0.2404366885081329,0.10675792711393858,0.19147037776618828,0.11392408098500825,0.061897855456657117,0.10164485830639469,0.17647572033491427,0.09902715369908377,0.11215296683301341,0.09775851641866787,0.14236475681954364,0.13217137354750666,0.22359555109978513,0.09826200287356932,0.24389292338768326,0.16135633482454653,0.138447626620094,0.15836453858837543,0.16391072512998756,0.22399783654532834,0.13333467756019324,0.18178245607186197,0.22253792851620222,0.11880560379554343,0.13638911736043552,0.08164163153437529,0.10214359959569612,0.12417340054931376,0.18650749453418194,0.1103715031530114,0.11379531384572036
